MSA,State,County,pop100,CountyName,MSAName,FMRType,StateName,State_Alpha,Rent50_0,Rent50_1,Rent50_2,Rent50_3,Rent50_4
3360,48,157,354452,Fort Bend County,"Houston, TX PMSA",50,Texas,TX,523,588,760,1060,1248
3360,48,201,3400578,Harris County,"Houston, TX PMSA",50,Texas,TX,523,588,760,1060,1248
3360,48,291,70154,Liberty County,"Houston, TX PMSA",50,Texas,TX,523,588,760,1060,1248
3360,48,339,293768,Montgomery County,"Houston, TX PMSA",50,Texas,TX,523,588,760,1060,1248
3360,48,473,32663,Waller County,"Houston, TX PMSA",50,Texas,TX,523,588,760,1060,1248
3810,48,27,237974,Bell County,"Killeen--Temple, TX MSA",40,Texas,TX,456,476,601,837,919
3810,48,99,74978,Coryell County,"Killeen--Temple, TX MSA",40,Texas,TX,456,476,601,837,919
4080,48,479,193117,Webb County,"Laredo, TX MSA",40,Texas,TX,373,430,564,706,794
4420,48,183,111379,Gregg County,"Longview--Marshall, TX MSA",40,Texas,TX,368,415,508,693,756
4420,48,203,62110,Harrison County,"Longview--Marshall, TX MSA",40,Texas,TX,368,415,508,693,756
4420,48,459,35291,Upshur County,"Longview--Marshall, TX MSA",40,Texas,TX,368,415,508,693,756
4600,48,303,242628,Lubbock County,"Lubbock, TX MSA",40,Texas,TX,348,441,572,794,880
4880,48,215,569463,Hidalgo County,"McAllen--Edinburg--Mission, TX MSA",40,Texas,TX,324,430,493,614,691
5800,48,135,121123,Ector County,"Odessa--Midland, TX MSA",40,Texas,TX,348,403,537,747,866
5800,48,329,116009,Midland County,"Odessa--Midland, TX MSA",40,Texas,TX,348,403,537,747,866
7200,48,451,104010,Tom Green County,"San Angelo, TX MSA",40,Texas,TX,322,411,498,683,806
7240,48,29,1392931,Bexar County,"San Antonio, TX MSA",50,Texas,TX,425,491,635,883,1044
7240,48,91,78021,Comal County,"San Antonio, TX MSA",50,Texas,TX,425,491,635,883,1044
7240,48,187,89023,Guadalupe County,"San Antonio, TX MSA",50,Texas,TX,425,491,635,883,1044
7240,48,493,32408,Wilson County,"San Antonio, TX MSA",50,Texas,TX,425,491,635,883,1044
7640,48,181,110595,Grayson County,"Sherman--Denison, TX MSA",40,Texas,TX,324,444,535,683,818
8360,48,37,89306,Bowie County,"Texarkana, TX--Texarkana, AR MSA",40,Texas,TX,356,435,532,701,744
8640,48,423,174706,Smith County,"Tyler, TX MSA",40,Texas,TX,404,447,545,754,799
8750,48,469,84088,Victoria County,"Victoria, TX MSA",40,Texas,TX,409,414,523,725,818
8800,48,309,213517,McLennan County,"Waco, TX MSA",40,Texas,TX,353,433,571,758,799
9080,48,9,8854,Archer County,"Wichita Falls, TX MSA",40,Texas,TX,390,435,526,699,824
9080,48,485,131664,Wichita County,"Wichita Falls, TX MSA",40,Texas,TX,390,435,526,699,824
10000,48,1,55109,Anderson County,,40,Texas,TX,389,438,491,684,690
10000,48,3,13004,Andrews County,,40,Texas,TX,319,367,444,595,679
10000,48,5,80130,Angelina County,,40,Texas,TX,346,404,453,628,741
10000,48,7,22497,Aransas County,,40,Texas,TX,323,396,529,734,741
10000,48,11,2148,Armstrong County,,40,Texas,TX,315,363,475,595,671
10000,48,13,38628,Atascosa County,,40,Texas,TX,319,367,444,595,679
10000,48,15,23590,Austin County,,40,Texas,TX,319,367,444,609,679
10000,48,17,6594,Bailey County,,40,Texas,TX,319,367,444,595,679
10000,48,19,17645,Bandera County,,40,Texas,TX,341,367,444,602,679
10000,48,23,4093,Baylor County,,40,Texas,TX,319,367,444,595,679
10000,48,25,32359,Bee County,,40,Texas,TX,319,367,444,595,679
10000,48,31,8418,Blanco County,,40,Texas,TX,316,365,465,649,684
10000,48,33,729,Borden County,,40,Texas,TX,319,367,444,595,679
10000,48,35,17204,Bosque County,,40,Texas,TX,319,367,444,595,679
10000,48,43,8866,Brewster County,,40,Texas,TX,319,367,444,599,718
10000,48,45,1790,Briscoe County,,40,Texas,TX,319,367,444,595,679
10000,48,47,7976,Brooks County,,40,Texas,TX,319,367,444,595,679
10000,48,49,37674,Brown County,,40,Texas,TX,317,365,442,593,726
10000,48,51,16470,Burleson County,,40,Texas,TX,318,366,464,627,765
10000,48,53,34147,Burnet County,,40,Texas,TX,403,466,573,796,931
10000,48,57,20647,Calhoun County,,40,Texas,TX,339,367,444,614,725
10000,48,59,12905,Callahan County,,40,Texas,TX,319,367,444,595,679
10000,48,63,11549,Camp County,,40,Texas,TX,425,430,537,672,751
10000,48,65,6516,Carson County,,40,Texas,TX,319,367,444,595,679
10000,48,67,30438,Cass County,,40,Texas,TX,319,367,444,595,679
10000,48,69,8285,Castro County,,40,Texas,TX,321,367,444,595,679
10000,48,73,46659,Cherokee County,,40,Texas,TX,360,373,457,602,687
10000,48,75,7688,Childress County,,40,Texas,TX,319,367,444,595,679
10000,48,77,11006,Clay County,,40,Texas,TX,319,375,444,595,693
10000,48,79,3730,Cochran County,,40,Texas,TX,319,367,444,595,679
10000,48,81,3864,Coke County,,40,Texas,TX,319,367,444,595,679
10000,48,83,9235,Coleman County,,40,Texas,TX,319,367,444,595,679
10000,48,87,3206,Collingsworth County,,40,Texas,TX,319,367,444,595,679
10000,48,89,20390,Colorado County,,40,Texas,TX,319,367,444,595,679
10000,48,93,14026,Comanche County,,40,Texas,TX,319,367,444,595,679
10000,48,95,3966,Concho County,,40,Texas,TX,319,367,444,595,679
10000,48,97,36363,Cooke County,,40,Texas,TX,347,369,469,637,708
10000,48,101,1904,Cottle County,,40,Texas,TX,319,367,444,595,679
10000,48,103,3996,Crane County,,40,Texas,TX,319,367,444,595,679
10000,48,105,4099,Crockett County,,40,Texas,TX,319,367,444,595,679
10000,48,107,7072,Crosby County,,40,Texas,TX,319,367,444,595,679
10000,48,109,2975,Culberson County,,40,Texas,TX,319,367,444,595,679
10000,48,111,6222,Dallam County,,40,Texas,TX,319,367,444,595,679
10000,48,115,14985,Dawson County,,40,Texas,TX,319,367,444,595,679
10000,48,117,18561,Deaf Smith County,,40,Texas,TX,319,367,444,595,691
10000,48,119,5327,Delta County,,40,Texas,TX,319,381,444,595,679
10000,48,123,20013,DeWitt County,,40,Texas,TX,319,367,444,595,679
10000,48,125,2762,Dickens County,,40,Texas,TX,319,367,444,595,679
10000,48,127,10248,Dimmit County,,40,Texas,TX,319,367,444,595,679
10000,48,129,3828,Donley County,,40,Texas,TX,319,367,444,595,679
10000,48,131,13120,Duval County,,40,Texas,TX,319,367,444,595,679
10000,48,133,18297,Eastland County,,40,Texas,TX,319,367,444,595,679
10000,48,137,2162,Edwards County,,40,Texas,TX,319,367,444,595,679
10000,48,143,33001,Erath County,,40,Texas,TX,335,380,491,636,690
10000,48,145,18576,Falls County,,40,Texas,TX,319,367,444,595,679
10000,48,147,31242,Fannin County,,40,Texas,TX,323,367,444,597,679
10000,48,149,21804,Fayette County,,40,Texas,TX,319,367,444,595,679
10000,48,151,4344,Fisher County,,40,Texas,TX,319,367,444,595,679
10000,48,153,7771,Floyd County,,40,Texas,TX,319,367,444,595,679
10000,48,155,1622,Foard County,,40,Texas,TX,319,367,444,595,679
10000,48,159,9458,Franklin County,,40,Texas,TX,319,367,444,614,679
10000,48,161,17867,Freestone County,,40,Texas,TX,319,367,444,595,679
10000,48,163,16252,Frio County,,40,Texas,TX,319,367,444,595,679
10000,48,165,14467,Gaines County,,40,Texas,TX,325,367,444,595,679
10000,48,169,4872,Garza County,,40,Texas,TX,319,367,444,595,679
10000,48,171,20814,Gillespie County,,40,Texas,TX,316,399,514,708,722
10000,48,173,1406,Glasscock County,,40,Texas,TX,319,367,444,595,679
10000,48,175,6928,Goliad County,,40,Texas,TX,319,367,444,595,679
10000,48,177,18628,Gonzales County,,40,Texas,TX,319,367,444,595,679
10000,48,179,22744,Gray County,,40,Texas,TX,347,366,470,592,700
10000,48,185,23552,Grimes County,,40,Texas,TX,319,367,444,599,708
10000,48,189,36602,Hale County,,40,Texas,TX,319,367,444,595,679
10000,48,191,3782,Hall County,,40,Texas,TX,319,367,444,595,679
10000,48,193,8229,Hamilton County,,40,Texas,TX,319,367,444,595,679
10000,48,195,5369,Hansford County,,40,Texas,TX,319,367,444,595,698
10000,48,197,4724,Hardeman County,,40,Texas,TX,319,367,444,595,679
10000,48,205,5537,Hartley County,,40,Texas,TX,319,367,444,595,679
10000,48,207,6093,Haskell County,,40,Texas,TX,319,367,444,595,679
10000,48,211,3351,Hemphill County,,40,Texas,TX,316,407,454,635,673
10000,48,217,32321,Hill County,,40,Texas,TX,319,367,444,595,679
10000,48,219,22716,Hockley County,,40,Texas,TX,325,379,444,600,679
10000,48,223,31960,Hopkins County,,40,Texas,TX,366,394,462,645,695
10000,48,225,23185,Houston County,,40,Texas,TX,319,367,444,595,679
10000,48,227,33627,Howard County,,40,Texas,TX,338,367,444,599,679
10000,48,229,3344,Hudspeth County,,40,Texas,TX,380,429,478,601,788
10000,48,233,23857,Hutchinson County,,40,Texas,TX,319,367,458,640,755
10000,48,235,1771,Irion County,,40,Texas,TX,319,367,444,595,679
10000,48,237,8763,Jack County,,40,Texas,TX,319,367,444,595,679
10000,48,239,14391,Jackson County,,40,Texas,TX,319,369,444,595,679
10000,48,241,35604,Jasper County,,40,Texas,TX,323,373,459,611,751
10000,48,243,2207,Jeff Davis County,,40,Texas,TX,319,367,444,595,679
10000,48,247,5281,Jim Hogg County,,40,Texas,TX,319,367,444,595,679
10000,48,249,39326,Jim Wells County,,40,Texas,TX,319,367,444,595,689
10000,48,253,20785,Jones County,,40,Texas,TX,319,367,444,595,679
10000,48,255,15446,Karnes County,,40,Texas,TX,319,367,444,595,679
10000,48,259,23743,Kendall County,,40,Texas,TX,317,462,520,722,855
10000,48,261,414,Kenedy County,,40,Texas,TX,319,367,444,595,679
10000,48,263,859,Kent County,,40,Texas,TX,319,367,444,595,679
10000,48,265,43653,Kerr County,,40,Texas,TX,319,413,514,717,846
10000,48,267,4468,Kimble County,,40,Texas,TX,315,363,477,598,671
10000,48,269,356,King County,,40,Texas,TX,319,367,444,595,679
10000,48,271,3379,Kinney County,,40,Texas,TX,319,367,444,595,679
10000,48,273,31549,Kleberg County,,40,Texas,TX,383,398,483,675,794
10000,48,275,4253,Knox County,,40,Texas,TX,319,367,444,595,679
10000,48,277,48499,Lamar County,,40,Texas,TX,315,389,458,641,757
10000,48,279,14709,Lamb County,,40,Texas,TX,319,367,444,595,679
10000,48,281,17762,Lampasas County,,40,Texas,TX,319,367,444,602,712
10000,48,283,5866,La Salle County,,40,Texas,TX,319,367,444,595,679
10000,48,285,19210,Lavaca County,,40,Texas,TX,319,367,444,595,679
10000,48,287,15657,Lee County,,40,Texas,TX,356,401,449,627,704
10000,48,289,15335,Leon County,,40,Texas,TX,315,404,451,587,744
10000,48,293,22051,Limestone County,,40,Texas,TX,319,367,444,595,679
10000,48,295,3057,Lipscomb County,,40,Texas,TX,319,367,444,595,679
10000,48,297,12309,Live Oak County,,40,Texas,TX,319,367,444,595,679
10000,48,299,17044,Llano County,,40,Texas,TX,324,417,554,694,911
10000,48,301,67,Loving County,,40,Texas,TX,319,367,444,595,679
10000,48,305,6550,Lynn County,,40,Texas,TX,319,367,444,595,679
10000,48,307,8205,McCulloch County,,40,Texas,TX,328,367,444,595,679
10000,48,311,851,McMullen County,,40,Texas,TX,319,367,444,595,679
10000,48,313,12940,Madison County,,40,Texas,TX,319,378,444,595,700
10000,48,315,10941,Marion County,,40,Texas,TX,319,367,444,595,705
10000,48,317,4746,Martin County,,40,Texas,TX,319,367,444,595,679
10000,48,319,3738,Mason County,,40,Texas,TX,319,367,444,595,679
10000,48,321,37957,Matagorda County,,40,Texas,TX,373,410,507,703,710
10000,48,323,47297,Maverick County,,40,Texas,TX,319,367,444,595,679
10000,48,325,39304,Medina County,,40,Texas,TX,319,367,444,595,679
10000,48,327,2360,Menard County,,40,Texas,TX,319,367,444,595,679
10000,48,331,24238,Milam County,,40,Texas,TX,319,367,444,595,679
10000,48,333,5151,Mills County,,40,Texas,TX,319,367,444,595,679
10000,48,335,9698,Mitchell County,,40,Texas,TX,319,367,444,595,679
10000,48,337,19117,Montague County,,40,Texas,TX,319,367,444,595,679
10000,48,341,20121,Moore County,,40,Texas,TX,319,374,444,595,691
10000,48,343,13048,Morris County,,40,Texas,TX,319,367,444,595,679
10000,48,345,1426,Motley County,,40,Texas,TX,319,367,444,595,679
10000,48,347,59203,Nacogdoches County,,40,Texas,TX,336,407,527,658,778
10000,48,349,45124,Navarro County,,40,Texas,TX,378,398,477,606,672
10000,48,351,15072,Newton County,,40,Texas,TX,319,367,444,595,679
10000,48,353,15802,Nolan County,,40,Texas,TX,328,367,444,595,679
10000,48,357,9006,Ochiltree County,,40,Texas,TX,319,367,444,595,679
10000,48,359,2185,Oldham County,,40,Texas,TX,315,363,475,595,698
10000,48,363,27026,Palo Pinto County,,40,Texas,TX,319,367,444,595,707
10000,48,365,22756,Panola County,,40,Texas,TX,319,375,444,595,679
10000,48,369,10016,Parmer County,,40,Texas,TX,319,367,444,595,679
10000,48,371,16809,Pecos County,,40,Texas,TX,319,367,444,599,708
10000,48,373,41133,Polk County,,40,Texas,TX,355,387,451,608,737
10000,48,377,7304,Presidio County,,40,Texas,TX,319,367,444,595,679
10000,48,379,9139,Rains County,,40,Texas,TX,322,417,504,699,705
10000,48,383,3326,Reagan County,,40,Texas,TX,401,408,541,681,889
10000,48,385,3047,Real County,,40,Texas,TX,319,367,444,595,679
10000,48,387,14314,Red River County,,40,Texas,TX,321,413,461,599,683
10000,48,389,13137,Reeves County,,40,Texas,TX,319,367,444,595,679
10000,48,391,7828,Refugio County,,40,Texas,TX,319,367,444,595,679
10000,48,393,887,Roberts County,,40,Texas,TX,319,372,444,595,679
10000,48,395,16000,Robertson County,,40,Texas,TX,316,418,466,590,673
10000,48,399,11495,Runnels County,,40,Texas,TX,319,367,444,595,679
10000,48,401,47372,Rusk County,,40,Texas,TX,332,367,444,595,679
10000,48,403,10469,Sabine County,,40,Texas,TX,319,367,444,595,679
10000,48,405,8946,San Augustine County,,40,Texas,TX,319,367,444,595,679
10000,48,407,22246,San Jacinto County,,40,Texas,TX,333,376,444,595,695
10000,48,411,6186,San Saba County,,40,Texas,TX,319,367,444,595,679
10000,48,413,2935,Schleicher County,,40,Texas,TX,319,367,444,595,679
10000,48,415,16361,Scurry County,,40,Texas,TX,324,374,467,653,772
10000,48,417,3302,Shackelford County,,40,Texas,TX,319,367,444,595,679
10000,48,419,25224,Shelby County,,40,Texas,TX,319,367,444,595,679
10000,48,421,3186,Sherman County,,40,Texas,TX,319,367,444,595,679
10000,48,425,6809,Somervell County,,40,Texas,TX,365,411,459,631,680
10000,48,427,53597,Starr County,,40,Texas,TX,319,367,444,595,679
10000,48,429,9674,Stephens County,,40,Texas,TX,319,367,444,595,679
10000,48,431,1393,Sterling County,,40,Texas,TX,319,367,444,595,679
10000,48,433,1693,Stonewall County,,40,Texas,TX,319,367,444,595,679
10000,48,435,4077,Sutton County,,40,Texas,TX,319,367,444,595,679
10000,48,437,8378,Swisher County,,40,Texas,TX,319,367,444,595,679
10000,48,443,1081,Terrell County,,40,Texas,TX,319,367,444,595,679
10000,48,445,12761,Terry County,,40,Texas,TX,319,367,444,595,679
10000,48,447,1850,Throckmorton County,,40,Texas,TX,319,367,444,595,679
10000,48,449,28118,Titus County,,40,Texas,TX,333,415,469,649,670
10000,48,455,13779,Trinity County,,40,Texas,TX,331,374,444,595,679
10000,48,457,20871,Tyler County,,40,Texas,TX,316,364,468,588,772
10000,48,461,3404,Upton County,,40,Texas,TX,319,367,444,595,679
10000,48,463,25926,Uvalde County,,40,Texas,TX,319,367,444,595,679
10000,48,465,44856,Val Verde County,,40,Texas,TX,320,423,499,622,734
10000,48,467,48140,Van Zandt County,,40,Texas,TX,343,371,464,634,767
10000,48,471,61758,Walker County,,40,Texas,TX,423,450,551,732,772
10000,48,475,10909,Ward County,,40,Texas,TX,319,367,444,595,679
10000,48,477,30373,Washington County,,40,Texas,TX,390,400,533,665,874
10000,48,481,41188,Wharton County,,40,Texas,TX,319,367,444,595,679
10000,48,483,5284,Wheeler County,,40,Texas,TX,319,367,444,595,679
10000,48,487,14676,Wilbarger County,,40,Texas,TX,319,367,444,595,702
10000,48,489,20082,Willacy County,,40,Texas,TX,319,367,444,595,679
10000,48,495,7173,Winkler County,,40,Texas,TX,319,367,444,595,679
10000,48,497,48793,Wise County,,40,Texas,TX,320,373,448,624,682
10000,48,499,36752,Wood County,,40,Texas,TX,322,371,463,647,764
10000,48,501,7322,Yoakum County,,40,Texas,TX,315,414,508,636,836
10000,48,503,17943,Young County,,40,Texas,TX,319,367,444,595,689
10000,48,505,12182,Zapata County,,40,Texas,TX,319,367,444,595,679
10000,48,507,11600,Zavala County,,40,Texas,TX,319,367,444,595,679
3739,49,25,6046,Kane County,Kane County MSA*,40,Utah,UT,363,446,558,748,900
6520,49,49,368536,Utah County,"Provo--Orem, UT MSA",40,Utah,UT,497,524,648,899,1063
7160,49,11,238994,Davis County,"Salt Lake City--Ogden, UT MSA",50,Utah,UT,514,595,756,1052,1232
7160,49,35,898387,Salt Lake County,"Salt Lake City--Ogden, UT MSA",50,Utah,UT,514,595,756,1052,1232
7160,49,57,196533,Weber County,"Salt Lake City--Ogden, UT MSA",50,Utah,UT,514,595,756,1052,1232
10000,49,1,6005,Beaver County,,40,Utah,UT,345,421,529,707,850
10000,49,3,42745,Box Elder County,,40,Utah,UT,382,421,529,707,853
10000,49,5,91391,Cache County,,40,Utah,UT,382,469,587,785,944
10000,49,7,20422,Carbon County,,40,Utah,UT,370,421,529,707,850
10000,49,9,921,Daggett County,,40,Utah,UT,371,507,674,845,946
10000,49,13,14371,Duchesne County,,40,Utah,UT,345,421,529,707,850
10000,49,15,10860,Emery County,,40,Utah,UT,345,421,529,707,850
10000,49,17,4735,Garfield County,,40,Utah,UT,345,421,529,707,850
10000,49,19,8485,Grand County,,40,Utah,UT,345,421,529,707,850
10000,49,21,33779,Iron County,,40,Utah,UT,348,474,589,738,867
10000,49,23,8238,Juab County,,40,Utah,UT,345,421,529,707,850
10000,49,27,12405,Millard County,,40,Utah,UT,345,421,529,707,850
10000,49,29,7129,Morgan County,,40,Utah,UT,345,421,529,707,850
10000,49,31,1435,Piute County,,40,Utah,UT,345,421,529,707,850
10000,49,33,1961,Rich County,,40,Utah,UT,345,421,529,707,850
10000,49,37,14413,San Juan County,,40,Utah,UT,345,421,529,707,850
10000,49,39,22763,Sanpete County,,40,Utah,UT,345,421,529,707,850
10000,49,41,18842,Sevier County,,40,Utah,UT,349,421,529,707,850
10000,49,43,29736,Summit County,,40,Utah,UT,509,628,784,1059,1287
10000,49,45,40735,Tooele County,,40,Utah,UT,432,549,663,888,1066
10000,49,47,25224,Uintah County,,40,Utah,UT,345,421,529,707,850
10000,49,51,15215,Wasatch County,,40,Utah,UT,345,439,529,707,850
10000,49,53,90354,Washington County,,40,Utah,UT,421,520,689,921,1126
10000,49,55,2509,Wayne County,,40,Utah,UT,345,421,529,707,850
1305,50,7,138661,Chittenden County,"Burlington, VT MSA",40,Vermont,VT,551,675,900,1227,1482
1305,50,11,27079,Franklin County,"Burlington, VT MSA",40,Vermont,VT,551,675,900,1227,1482
1305,50,13,3651,Grand Isle County,"Burlington, VT MSA",40,Vermont,VT,551,675,900,1227,1482
10000,50,1,35974,Addison County,,40,Vermont,VT,497,599,697,972,1089
10000,50,3,36994,Bennington County,,40,Vermont,VT,447,565,725,921,1075
10000,50,5,29702,Caledonia County,,40,Vermont,VT,424,507,619,779,894
10000,50,7,7910,Chittenden County,,40,Vermont,VT,447,722,815,1133,1335
10000,50,9,6459,Essex County,,40,Vermont,VT,410,495,610,770,883
10000,50,11,18338,Franklin County,,40,Vermont,VT,502,569,697,885,1016
10000,50,13,3250,Grand Isle County,,40,Vermont,VT,420,504,625,787,903
10000,50,15,23233,Lamoille County,,40,Vermont,VT,393,545,650,891,1020
10000,50,17,28226,Orange County,,40,Vermont,VT,405,531,655,865,969
10000,50,19,26277,Orleans County,,40,Vermont,VT,378,457,565,711,816
10000,50,21,63400,Rutland County,,40,Vermont,VT,445,577,705,885,989
10000,50,23,58039,Washington County,,40,Vermont,VT,423,524,707,883,992
10000,50,25,44216,Windham County,,40,Vermont,VT,489,564,748,949,1045
10000,50,27,57418,Windsor County,,40,Vermont,VT,531,601,750,963,1142
1540,51,3,79236,Albemarle County,"Charlottesville, VA MSA",40,Virginia,VA,485,573,732,974,1091
1540,51,65,20047,Fluvanna County,"Charlottesville, VA MSA",40,Virginia,VA,485,573,732,974,1091
1540,51,79,15244,Greene County,"Charlottesville, VA MSA",40,Virginia,VA,485,573,732,974,1091
1540,51,540,45049,Charlottesville city,"Charlottesville, VA MSA",40,Virginia,VA,485,573,732,974,1091
1650,51,43,12652,Clarke County,Clarke County MSA*,40,Virginia,VA,384,542,701,963,983
1891,51,47,34262,Culpeper County,Culpeper County MSA*,40,Virginia,VA,476,694,806,1065,1277
1950,51,143,61745,Pittsylvania County,"Danville, VA MSA",40,Virginia,VA,342,430,505,679,819
1950,51,590,48411,Danville city,"Danville, VA MSA",40,Virginia,VA,342,430,505,679,819
3660,51,169,23403,Scott County,"Johnson City--Kingsport--Bristol, TN--VA MSA",40,Virginia,VA,352,420,521,675,799
3660,51,191,51103,Washington County,"Johnson City--Kingsport--Bristol, TN--VA MSA",40,Virginia,VA,352,420,521,675,799
3660,51,520,17367,Bristol city,"Johnson City--Kingsport--Bristol, TN--VA MSA",40,Virginia,VA,352,420,521,675,799
3830,51,99,16803,King George County,King George County MSA*,40,Virginia,VA,466,620,695,966,974
4640,51,9,31894,Amherst County,"Lynchburg, VA MSA",40,Virginia,VA,394,436,501,659,795
4640,51,19,60371,Bedford County,"Lynchburg, VA MSA",40,Virginia,VA,394,436,501,659,795
4640,51,31,51078,Campbell County,"Lynchburg, VA MSA",40,Virginia,VA,394,436,501,659,795
4640,51,515,6299,Bedford city,"Lynchburg, VA MSA",40,Virginia,VA,394,436,501,659,795
4640,51,680,65269,Lynchburg city,"Lynchburg, VA MSA",40,Virginia,VA,394,436,501,659,795
5720,51,73,34780,Gloucester County,"Norfolk--Virginia Beach--Newport News, VA--NC MSA",50,Virginia,VA,562,632,748,1044,1226
5720,51,93,29728,Isle of Wight County,"Norfolk--Virginia Beach--Newport News, VA--NC MSA",50,Virginia,VA,562,632,748,1044,1226
5720,51,95,48102,James City County,"Norfolk--Virginia Beach--Newport News, VA--NC MSA",50,Virginia,VA,562,632,748,1044,1226
5720,51,115,9207,Mathews County,"Norfolk--Virginia Beach--Newport News, VA--NC MSA",50,Virginia,VA,562,632,748,1044,1226
5720,51,199,56297,York County,"Norfolk--Virginia Beach--Newport News, VA--NC MSA",50,Virginia,VA,562,632,748,1044,1226
5720,51,550,199184,Chesapeake city,"Norfolk--Virginia Beach--Newport News, VA--NC MSA",50,Virginia,VA,562,632,748,1044,1226
5720,51,650,146437,Hampton city,"Norfolk--Virginia Beach--Newport News, VA--NC MSA",50,Virginia,VA,562,632,748,1044,1226
5720,51,700,180150,Newport News city,"Norfolk--Virginia Beach--Newport News, VA--NC MSA",50,Virginia,VA,562,632,748,1044,1226
5720,51,710,234403,Norfolk city,"Norfolk--Virginia Beach--Newport News, VA--NC MSA",50,Virginia,VA,562,632,748,1044,1226
5720,51,735,11566,Poquoson city,"Norfolk--Virginia Beach--Newport News, VA--NC MSA",50,Virginia,VA,562,632,748,1044,1226
5720,51,740,100565,Portsmouth city,"Norfolk--Virginia Beach--Newport News, VA--NC MSA",50,Virginia,VA,562,632,748,1044,1226
5720,51,800,63677,Suffolk city,"Norfolk--Virginia Beach--Newport News, VA--NC MSA",50,Virginia,VA,562,632,748,1044,1226
5720,51,810,425257,Virginia Beach city,"Norfolk--Virginia Beach--Newport News, VA--NC MSA",50,Virginia,VA,562,632,748,1044,1226
5720,51,830,11998,Williamsburg city,"Norfolk--Virginia Beach--Newport News, VA--NC MSA",50,Virginia,VA,562,632,748,1044,1226
6760,51,36,6926,Charles City County,"Richmond--Petersburg, VA MSA",50,Virginia,VA,596,673,785,1091,1288
6760,51,41,259903,Chesterfield County,"Richmond--Petersburg, VA MSA",50,Virginia,VA,596,673,785,1091,1288
6760,51,53,24533,Dinwiddie County,"Richmond--Petersburg, VA MSA",50,Virginia,VA,596,673,785,1091,1288
6760,51,75,16863,Goochland County,"Richmond--Petersburg, VA MSA",50,Virginia,VA,596,673,785,1091,1288
6760,51,85,86320,Hanover County,"Richmond--Petersburg, VA MSA",50,Virginia,VA,596,673,785,1091,1288
6760,51,87,262300,Henrico County,"Richmond--Petersburg, VA MSA",50,Virginia,VA,596,673,785,1091,1288
6760,51,127,13462,New Kent County,"Richmond--Petersburg, VA MSA",50,Virginia,VA,596,673,785,1091,1288
6760,51,145,22377,Powhatan County,"Richmond--Petersburg, VA MSA",50,Virginia,VA,596,673,785,1091,1288
6760,51,149,33047,Prince George County,"Richmond--Petersburg, VA MSA",50,Virginia,VA,596,673,785,1091,1288
6760,51,570,16897,Colonial Heights city,"Richmond--Petersburg, VA MSA",50,Virginia,VA,596,673,785,1091,1288
6760,51,670,22354,Hopewell city,"Richmond--Petersburg, VA MSA",50,Virginia,VA,596,673,785,1091,1288
6760,51,730,33740,Petersburg city,"Richmond--Petersburg, VA MSA",50,Virginia,VA,596,673,785,1091,1288
6760,51,760,197790,Richmond city,"Richmond--Petersburg, VA MSA",50,Virginia,VA,596,673,785,1091,1288
6800,51,23,30496,Botetourt County,"Roanoke, VA MSA",40,Virginia,VA,336,421,547,700,872
6800,51,161,85778,Roanoke County,"Roanoke, VA MSA",40,Virginia,VA,336,421,547,700,872
6800,51,770,94911,Roanoke city,"Roanoke, VA MSA",40,Virginia,VA,336,421,547,700,872
6800,51,775,24747,Salem city,"Roanoke, VA MSA",40,Virginia,VA,336,421,547,700,872
8820,51,187,31584,Warren County,Warren County MSA*,40,Virginia,VA,383,524,700,916,1144
8840,51,13,189453,Arlington County,"Washington, DC--MD--VA--WV PMSA",50,Virginia,VA,913,1039,1218,1660,2002
8840,51,59,969749,Fairfax County,"Washington, DC--MD--VA--WV PMSA",50,Virginia,VA,913,1039,1218,1660,2002
8840,51,61,55139,Fauquier County,"Washington, DC--MD--VA--WV PMSA",50,Virginia,VA,913,1039,1218,1660,2002
8840,51,107,169599,Loudoun County,"Washington, DC--MD--VA--WV PMSA",50,Virginia,VA,913,1039,1218,1660,2002
8840,51,153,280813,Prince William County,"Washington, DC--MD--VA--WV PMSA",50,Virginia,VA,913,1039,1218,1660,2002
8840,51,177,90395,Spotsylvania County,"Washington, DC--MD--VA--WV PMSA",50,Virginia,VA,913,1039,1218,1660,2002
8840,51,179,92446,Stafford County,"Washington, DC--MD--VA--WV PMSA",50,Virginia,VA,913,1039,1218,1660,2002
8840,51,510,128283,Alexandria city,"Washington, DC--MD--VA--WV PMSA",50,Virginia,VA,913,1039,1218,1660,2002
8840,51,600,21498,Fairfax city,"Washington, DC--MD--VA--WV PMSA",50,Virginia,VA,913,1039,1218,1660,2002
8840,51,610,10377,Falls Church city,"Washington, DC--MD--VA--WV PMSA",50,Virginia,VA,913,1039,1218,1660,2002
8840,51,630,19279,Fredericksburg city,"Washington, DC--MD--VA--WV PMSA",50,Virginia,VA,913,1039,1218,1660,2002
8840,51,683,35135,Manassas city,"Washington, DC--MD--VA--WV PMSA",50,Virginia,VA,913,1039,1218,1660,2002
8840,51,685,10290,Manassas Park city,"Washington, DC--MD--VA--WV PMSA",50,Virginia,VA,913,1039,1218,1660,2002
10000,51,1,38305,Accomack County,,40,Virginia,VA,388,420,490,652,784
10000,51,5,23518,Alleghany County,,40,Virginia,VA,344,418,490,659,793
