"Table C-1. Cities -- Area and Population",,,,,,,,,,,,,
,,,,,,,,,,,,,
"[Includes states and 1,265 incorporated places of 25,000 or more population as of ",,,,,,,,,,,,,
"April 1, 2000, in all states except Hawaii, which has no incorporated places recognized ",,,,,,,,,,,,,
"by the U.S. Census Bureau. Two census designated places (CDPs) are also included (Honolulu ",,,,,,,,,,,,,
"CDP in Hawaii and Arlington CDP in Virginia). For more information on these areas, see ",,,,,,,,,,,,,
"Appendix C, Geographic Information]",,,,,,,,,,,,,
,,,,,,,,,,,,,
"FIPS state and place code 1","City","County 2","Land area, 2000        (square miles)",,"Population",,,,,,,,
,,,"Total","Rank 3",2005,,"2000 5","1990 6","Rank",,,"Percent change",
,,,,,"Number","Per square mile 4",,,"2005 7","2000 7","1990 8","2000- 2005","1990- 2000"
"1612250","Caldwell city","Canyon",11.3,948,"34,433","3,036.4","26,941","19,055",974,"1,175","1,185",27.8,41.4
"1616750","Coeur d'Alene city","Kootenai",13.1,881,"40,059","3,051.0","34,616","24,848",822,924,"1,083",15.7,39.3
"1639700","Idaho Falls city","Bonneville",17.1,737,"52,338","3,066.1","50,846","44,323",630,607,597,2.9,14.7
"1646540","Lewiston city","Nez Perce",16.5,756,"31,081","1,883.7","30,906","28,290","1,065","1,027",970,0.6,9.2
"1652120","Meridian city","Ada",11.8,928,"52,240","4,430.9","35,853","10,333",635,890,"1,222",45.7,247.0
"1656260","Nampa city","Canyon",19.9,656,"71,713","3,612.7","52,814","30,655",411,578,905,35.8,72.3
"1664090","Pocatello city","Bannock, Power",28.2,439,"53,372","1,889.9","51,536","46,102",615,594,569,3.6,11.8
"1682810","Twin Falls city","Twin Falls",12.0,921,"38,630","3,216.5","34,746","28,072",860,919,978,11.2,23.8
"1700000","ILLINOIS",,"55,583.6","(X)","12,763,371",229.6,"12,419,647","11,430,602","(X)","(X)","(X)",2.8,8.7
"1700243","Addison village","DuPage",9.4,"1,033","36,811","3,903.6","36,160","33,100",908,881,832,1.8,9.2
"1701114","Alton city","Madison",15.6,789,"29,433","1,881.9","30,504","33,170","1,122","1,039",830,-3.5,-8.0
"1702154","Arlington Heights village","Cook, Lake",16.4,759,"74,620","4,547.2","76,429","75,205",391,361,297,-2.4,1.6
"1703012","Aurora city","DuPage, Kane, Kendall, Will",38.5,286,"168,181","4,364.9","143,108","100,341",131,147,199,17.5,42.6
"1704013","Bartlett village","Cook, DuPage, Kane",14.8,813,"38,479","2,598.2","36,736","19,714",867,864,"1,174",4.7,86.3
"1704845","Belleville city","St. Clair",18.9,692,"41,143","2,182.7","42,133","43,120",801,745,615,-2.3,-2.3
"1705573","Berwyn city","Cook",3.9,"1,223","51,409","13,215.7","54,016","45,538",648,559,577,-4.8,18.6
"1706613","Bloomington city","McLean",22.5,574,"69,749","3,100.0","65,353","52,288",429,431,492,6.7,25.0
"1707133","Bolingbrook village","DuPage, Will",20.5,640,"68,365","3,333.3","56,381","41,041",441,520,653,21.3,37.4
"1709447","Buffalo Grove village","Cook, Lake",9.2,"1,038","43,115","4,691.5","43,195","36,465",777,729,741,-0.2,18.5
"1709642","Burbank city","Cook",4.2,"1,213","27,634","6,626.9","27,902","27,588","1,177","1,127",994,-1.0,1.1
"1710487","Calumet City city","Cook",7.3,"1,113","37,795","5,205.9","39,074","37,783",883,814,718,-3.3,3.4
"1711163","Carbondale city","Jackson",11.9,925,"24,806","2,086.3","25,751","27,577","1,258","1,236",995,-3.7,-6.6
"1711332","Carol Stream village","DuPage",8.9,"1,050","40,040","4,498.9","40,481","31,726",824,779,870,-1.1,27.6
"1711358","Carpentersville village","Kane",7.5,"1,101","37,204","4,993.8","30,594","23,109",897,"1,033","1,130",21.6,32.4
"1712385","Champaign city","Champaign",17.0,740,"71,568","4,212.4","69,263","64,664",412,403,366,3.3,7.1
"1714000","Chicago city","Cook, DuPage",227.1,26,"2,842,518","12,514.9","2,896,021","2,783,485",3,3,3,-1.8,4.0
"1714026","Chicago Heights city","Cook",9.6,"1,030","31,373","3,278.3","32,799","32,970","1,057",972,837,-4.3,-0.5
"1714351","Cicero town","Cook",5.9,"1,163","82,741","14,143.8","85,616","67,441",344,301,346,-3.4,26.9
"1717887","Crystal Lake city","McHenry",16.2,765,"40,922","2,519.8","38,161","25,457",808,836,"1,068",7.2,49.9
"1718563","Danville city","Vermilion",17.0,739,"32,920","1,936.5","33,917","35,502","1,008",935,759,-2.9,-4.5
"1718823","Decatur city","Macon",41.6,256,"77,836","1,872.9","82,060","85,464",377,323,256,-5.1,-4.0
"1719161","DeKalb city","DeKalb",12.6,895,"42,085","3,337.4","39,074","35,887",788,814,752,7.7,8.9
"1719642","Des Plaines city","Cook",14.4,827,"56,551","3,921.7","56,975","54,410",575,514,460,-0.7,4.7
"1720292","Dolton village","Cook",4.6,"1,205","24,504","5,385.5","25,614","24,023","1,262","1,245","1,110",-4.3,6.6
"1720591","Downers Grove village","DuPage",14.3,834,"49,094","3,445.2","49,416","47,726",681,624,551,-0.7,3.5
"1722255","East St. Louis city","St. Clair",14.1,836,"29,843","2,122.5","31,622","40,871","1,106","1,004",654,-5.6,-22.6
"1723074","Elgin city","Cook, Kane",25.0,510,"98,645","3,945.8","94,628","77,323",264,257,289,4.2,22.4
"1723256","Elk Grove Village village","Cook, DuPage",11.0,960,"34,025","3,082.0","34,725","33,488",985,921,818,-2.0,3.7
"1723620","Elmhurst city","Cook, DuPage",10.3,998,"44,976","4,383.6","42,775","42,084",751,736,633,5.1,1.6
"1723724","Elmwood Park village","Cook",1.9,"1,252","24,499","12,826.7","25,405","23,206","1,263","1,252","1,126",-3.6,9.5
"1724582","Evanston city","Cook",7.8,"1,091","75,236","9,707.9","74,239","73,224",387,370,306,1.3,1.4
"1727884","Freeport city","Stephenson",11.4,941,"25,612","2,244.7","26,460","26,246","1,242","1,194","1,046",-3.2,0.8
"1728326","Galesburg city","Knox",16.9,742,"32,017","1,894.5","33,714","33,749","1,043",947,809,-5.0,-0.1
"1729730","Glendale Heights village","DuPage",5.4,"1,177","32,465","6,012.0","31,851","27,787","1,020",997,990,1.9,14.6
"1729756","Glen Ellyn village","DuPage",6.6,"1,135","27,193","4,107.7","27,147","25,978","1,193","1,166","1,054",0.2,4.5
"1729938","Glenview village","Cook",13.5,865,"45,989","3,419.3","43,077","38,997",734,733,689,6.8,10.5
"1730926","Granite City city","Madison",16.7,749,"30,796","1,846.3","31,934","34,159","1,078",993,800,-3.6,-6.5
"1732018","Gurnee village","Lake",13.4,870,"30,772","2,296.4","29,011","14,379","1,080","1,086","1,215",6.1,101.8
"1732746","Hanover Park village","Cook, DuPage",6.8,"1,128","37,229","5,482.9","38,278","32,906",896,832,840,-2.7,16.3
"1733383","Harvey city","Cook",6.2,"1,152","28,771","4,640.5","30,000","30,060","1,142","1,057",922,-4.1,-0.2
"1734722","Highland Park city","Lake",12.4,908,"31,380","2,538.8","30,257","31,012","1,056","1,044",888,3.7,-2.4
"1735411","Hoffman Estates village","Cook, Kane",19.7,661,"52,046","2,640.6","49,682","46,250",638,619,566,4.8,7.4
"1738570","Joliet city","Kendall, Will",38.1,287,"136,208","3,578.8","106,870","79,046",170,217,279,27.5,35.2
"1738934","Kankakee city","Kankakee",12.3,910,"26,642","2,171.3","27,646","27,916","1,210","1,145",985,-3.6,-1.0
"1742028","Lansing village","Cook",6.8,"1,129","27,324","4,042.0","28,343","28,222","1,188","1,110",973,-3.6,0.4
"1744407","Lombard village","DuPage",9.7,"1,025","42,816","4,418.6","42,597","39,865",781,740,673,0.5,6.9
"1747774","Maywood village","Cook",2.7,"1,239","25,777","9,511.8","26,987","27,139","1,239","1,174","1,011",-4.5,-0.6
"1749867","Moline city","Rock Island",15.6,791,"42,892","2,749.5","43,811","43,510",779,718,608,-2.1,0.7
"1751089","Mount Prospect village","Cook",10.2,"1,000","54,482","5,336.1","56,268","53,091",603,525,478,-3.2,6.0
"1751349","Mundelein village","Lake",8.6,"1,060","32,774","3,802.1","31,037","21,497","1,011","1,022","1,157",5.6,44.4
"1751622","Naperville city","DuPage, Will",35.4,325,"141,579","4,001.7","128,682","87,320",163,167,241,10.0,47.4
"1753000","Niles village","Cook",5.9,"1,160","29,330","4,988.1","30,068","28,716","1,126","1,052",960,-2.5,4.7
"1753234","Normal town","McLean",13.6,859,"49,927","3,665.7","45,453","40,148",668,692,670,9.8,13.2
"1753481","Northbrook village","Cook",12.9,887,"34,190","2,646.3","33,470","32,626",981,953,849,2.2,2.6
"1753559","North Chicago city","Lake",7.8,"1,089","33,376","4,262.6","35,919","35,785",995,886,755,-7.1,0.4
"1754638","Oak Forest city","Cook",5.7,"1,168","28,116","4,976.3","28,077","27,310","1,163","1,119","1,003",0.1,2.8
"1754820","Oak Lawn village","Cook",8.6,"1,062","53,991","6,278.0","55,245","56,256",607,544,437,-2.3,-1.8
"1754885","Oak Park village","Cook",4.7,"1,200","50,757","10,799.4","52,524","53,696",655,581,472,-3.4,-2.2
"1756640","Orland Park village","Cook, Will",19.1,677,"55,461","2,897.6","51,122","37,685",591,601,723,8.5,35.7
"1757225","Palatine village","Cook",13.0,886,"67,232","5,183.7","66,136","57,527",451,425,426,1.7,15.0
"1757875","Park Ridge city","Cook",7.0,"1,118","36,983","5,260.7","37,775","37,106",906,846,731,-2.1,1.8
"1758447","Pekin city","Peoria, Tazewell",13.2,878,"33,331","2,534.7","33,901","32,168",998,936,857,-1.7,5.4
"1759000","Peoria city","Peoria",44.4,231,"112,685","2,538.0","112,980","113,642",212,200,164,-0.3,-0.6
"1762367","Quincy city","Adams",14.6,823,"39,841","2,725.1","40,709","40,719",833,772,657,-2.1,"(Z)"
"1765000","Rockford city","Winnebago",56.0,164,"152,916","2,730.2","150,742","144,061",146,136,122,1.4,4.6
"1765078","Rock Island city","Rock Island",15.9,776,"38,702","2,431.0","39,728","40,683",858,800,658,-2.6,-2.3
"1766040","Round Lake Beach village","Lake",5.0,"1,193","28,253","5,650.6","25,882","16,753","1,157","1,234","1,202",9.2,54.5
"1766703","St. Charles city","DuPage, Kane",14.0,842,"32,332","2,311.1","27,953","23,207","1,024","1,122","1,125",15.7,20.5
"1768003","Schaumburg village","Cook, DuPage",19.0,687,"72,805","3,831.8","75,397","68,731",404,367,336,-3.4,9.7
"1770122","Skokie village","Cook",10.0,"1,010","64,678","6,442.0","63,348","59,431",471,446,412,2.1,6.6
"1772000","Springfield city","Sangamon",54.0,181,"115,668","2,142.0","111,644","107,460",204,204,182,3.6,3.9
"1773157","Streamwood village","Cook",7.3,"1,111","37,312","5,111.2","36,430","31,464",894,869,877,2.4,15.8
"1775484","Tinley Park village","Cook, Will",15.0,809,"57,477","3,844.6","48,823","38,311",561,635,707,17.7,27.4
"1777005","Urbana city","Champaign",10.5,986,"38,463","3,666.6","37,725","37,200",869,848,730,2.0,1.4
"1779293","Waukegan city","Lake",23.0,559,"91,396","3,972.0","87,917","69,290",293,290,335,4.0,26.9
"1781048","Wheaton city","DuPage",11.2,953,"54,700","4,875.2","55,368","51,889",601,543,499,-1.2,6.7
"1781087","Wheeling village","Cook, Lake",8.4,"1,068","36,641","4,362.0","36,196","30,045",915,878,923,1.2,20.5
"1782075","Wilmette village","Cook",5.4,"1,178","26,922","5,004.1","27,637","26,751","1,203","1,146","1,025",-2.6,3.3
"1783245","Woodridge village","Cook, DuPage, Will",8.3,"1,072","34,058","4,093.5","31,030","26,743",984,"1,023","1,026",9.8,16.0
"1800000","INDIANA",,"35,866.9","(X)","6,271,973",174.9,"6,080,517","5,544,156","(X)","(X)","(X)",3.1,9.7
"1801468","Anderson city","Madison",40.1,273,"57,500","1,435.7","59,735","59,570",560,483,409,-3.7,0.3
"1805860","Bloomington city","Monroe",19.7,660,"69,017","3,498.1","71,617","64,134",437,386,373,-3.6,11.7
"1810342","Carmel city","Hamilton",17.8,717,"59,243","3,326.4","51,484","26,311",539,597,"1,042",15.1,95.7
"1814734","Columbus city","Bartholomew",26.0,493,"39,380","1,517.5","39,065","34,319",843,816,790,0.8,13.8
"1819486","East Chicago city","Lake",12.0,924,"30,946","2,583.1","32,414","33,858","1,071",979,805,-4.5,-4.3
"1820728","Elkhart city","Elkhart",21.4,606,"52,270","2,447.1","52,474","45,983",633,583,571,-0.4,14.1
"1822000","Evansville city","Vanderburgh",40.7,264,"115,918","2,848.1","121,582","126,376",203,181,144,-4.7,-3.8
"1823278","Fishers town","Hamilton",21.7,594,"57,220","2,638.1","37,946","10,254",566,843,"1,223",50.8,270.1
"1825000","Fort Wayne city","Allen",79.0,98,"223,341","2,828.9","224,978","205,947",81,77,75,-0.7,9.2
"1827000","Gary city","Lake",50.2,195,"98,715","1,965.3","102,746","116,456",263,230,157,-3.9,-11.8
"1828386","Goshen city","Elkhart",13.2,877,"31,269","2,370.7","29,589","24,268","1,061","1,072","1,104",5.7,21.9
"1829898","Greenwood city","Johnson",14.3,833,"42,236","2,959.8","36,372","27,226",787,871,"1,009",16.1,33.6
"1831000","Hammond city","Lake",22.9,561,"79,217","3,462.3","83,048","84,258",368,315,261,-4.6,-1.4
"1834114","Hobart city","Lake",26.2,488,"27,768","1,059.4","25,363","24,269","1,173","1,253","1,103",9.5,4.5
"1836003","Indianapolis city (balance)","Marion",361.5,12,"784,118","2,169.2","781,864","731,706",12,12,13,0.3,6.9
"1838358","Jeffersonville city","Clark",13.6,861,"28,621","2,107.6","27,839","24,614","1,147","1,131","1,092",2.8,13.1
"1840392","Kokomo city","Howard",16.2,767,"46,178","2,850.5","46,578","45,055",731,674,582,-0.9,3.4
"1840788","Lafayette city","Tippecanoe",20.1,648,"60,459","3,009.4","61,213","49,836",519,467,526,-1.2,22.8
"1842426","Lawrence city","Marion",20.1,649,"40,959","2,039.8","38,915","26,416",807,819,"1,039",5.3,47.3
"1846908","Marion city","Grant",13.3,872,"30,644","2,304.1","32,088","32,693","1,084",988,847,-4.5,-1.9
"1848528","Merrillville town","Lake",33.3,356,"31,525",947.3,"30,560","27,948","1,050","1,036",981,3.2,9.3
"1848798","Michigan City city","LaPorte",19.6,662,"32,205","1,643.1","32,900","33,819","1,032",967,806,-2.1,-2.7
"1849932","Mishawaka city","St. Joseph",15.7,787,"48,497","3,087.0","46,627","43,207",687,671,613,4.0,7.9
"1851876","Muncie city","Delaware",24.2,528,"66,164","2,736.3","68,015","71,724",461,412,320,-2.7,-5.2
"1852326","New Albany city","Floyd",14.6,820,"36,772","2,513.5","37,882","38,150",910,844,713,-2.9,-0.7
"1854180","Noblesville city","Hamilton",17.9,716,"38,825","2,166.6","28,885","18,605",853,"1,090","1,189",34.4,55.3
"1861092","Portage city","Porter",25.5,503,"35,687","1,401.7","33,496","29,239",946,952,940,6.5,14.6
"1864260","Richmond city","Wayne",23.2,555,"37,560","1,618.3","39,178","39,743",888,810,678,-4.1,-1.4
"1871000","South Bend city","St. Joseph",38.7,283,"105,262","2,721.4","108,369","105,960",233,213,185,-2.9,2.3
"1875428","Terre Haute city","Vigo",31.2,389,"56,893","1,821.2","59,626","61,085",569,486,396,-4.6,-2.4
"1878326","Valparaiso city","Porter",10.9,965,"29,102","2,669.9","27,655","24,658","1,130","1,144","1,090",5.2,12.2
"1882862","West Lafayette city","Tippecanoe",5.5,"1,174","28,599","5,190.4","28,786","26,230","1,150","1,093","1,048",-0.6,9.7
"1900000","IOWA",,"55,869.4","(X)","2,966,334",53.1,"2,926,382","2,776,831","(X)","(X)","(X)",1.4,5.4
"1901855","Ames city","Story",21.6,599,"52,263","2,422.9","50,883","47,483",634,603,555,2.7,7.2
"1902305","Ankeny city","Polk",16.8,746,"36,681","2,187.3","27,264","18,604",914,"1,161","1,190",34.5,46.5
"1906355","Bettendorf city","Scott",21.2,613,"31,890","1,501.4","31,258","27,940","1,044","1,017",983,2.0,11.9
"1909550","Burlington city","Des Moines",14.1,837,"25,436","1,810.4","26,846","27,433","1,247","1,180",997,-5.3,-2.1
"1911755","Cedar Falls city","Black Hawk",28.3,438,"36,471","1,288.7","36,161","34,017",921,880,801,0.9,6.3
"1912000","Cedar Rapids city","Linn",63.1,138,"123,119","1,949.9","121,367","109,709",192,182,174,1.4,10.6
"1914430","Clinton city","Clinton",35.6,318,"27,086",761.5,"27,772","29,254","1,200","1,136",938,-2.5,-5.1
"1916860","Council Bluffs city","Pottawattamie",37.4,297,"59,568","1,593.6","58,288","54,825",530,498,457,2.2,6.3
"1919000","Davenport city","Scott",62.8,139,"98,845","1,574.2","98,359","95,718",261,246,216,0.5,2.8
"1921000","Des Moines city","Polk, Warren",75.8,107,"194,163","2,561.5","198,733","193,459",106,92,80,-2.3,2.7
"1922395","Dubuque city","Dubuque",26.5,480,"57,798","2,182.7","57,711","57,860",555,508,422,0.2,-0.3
"1928515","Fort Dodge city","Webster",14.6,825,"25,493","1,750.9","26,309","26,238","1,246","1,203","1,047",-3.1,0.3
"1938595","Iowa City city","Johnson",24.2,529,"62,887","2,602.9","62,406","59,745",485,456,407,0.8,4.5
"1949485","Marion city","Linn",12.0,922,"30,233","2,519.4","26,400","20,405","1,092","1,198","1,165",14.5,29.4
"1949755","Marshalltown city","Marshall",18.0,714,"25,977","1,440.8","26,012","25,162","1,237","1,221","1,075",-0.1,3.4
"1950160","Mason City city","Cerro Gordo",25.8,495,"27,909","1,082.2","29,172","29,174","1,170","1,081",942,-4.3,"(Z)"
"1973335","Sioux City city","Plymouth, Woodbury",54.8,177,"83,148","1,517.3","85,056","80,566",339,307,271,-2.2,5.6
"1979950","Urbandale city","Dallas, Polk",20.7,635,"34,696","1,676.9","29,074","23,733",969,"1,084","1,118",19.3,22.5
"1982425","Waterloo city","Black Hawk",60.7,145,"66,483","1,094.6","68,749","66,486",459,406,352,-3.3,3.4
"1983910","West Des Moines city","Dallas, Polk",26.8,468,"52,768","1,970.4","47,070","32,336",626,663,854,12.1,45.6
"2000000","KANSAS",,"81,814.9","(X)","2,744,687",33.5,"2,688,824","2,477,588","(X)","(X)","(X)",2.1,8.5
"2018250","Dodge City city","Ford",12.6,895,"26,104","2,070.1","25,179","21,179","1,231","1,261","1,159",3.7,18.9
"2021275","Emporia city","Lyon",9.9,"1,016","26,456","2,672.3","26,801","25,571","1,222","1,181","1,062",-1.3,4.8
"2025325","Garden City city","Finney",8.5,"1,064","27,098","3,176.8","28,494","24,203","1,198","1,104","1,107",-4.9,17.7
"2033625","Hutchinson city","Reno",21.1,617,"40,961","1,940.4","41,904","39,300",806,750,682,-2.3,6.6
"2036000","Kansas City city","Wyandotte",124.3,53,"144,210","1,160.6","146,866","151,304",158,141,116,-1.8,-2.9
"2038900","Lawrence city","Douglas",28.1,440,"81,816","2,910.6","80,192","65,958",349,336,358,2.0,21.6
"2039000","Leavenworth city","Leavenworth",23.5,549,"35,213","1,497.8","35,450","38,716",952,901,700,-0.7,-8.4
"2039075","Leawood city","Johnson",15.1,805,"30,145","1,999.0","27,656","19,705","1,094","1,143","1,175",9.0,40.4
"2039350","Lenexa city","Johnson",34.3,339,"43,434","1,267.0","40,238","34,519",772,784,785,7.9,16.6
"2044250","Manhattan city","Pottawatomie, Riley",15.0,806,"48,668","3,240.2","45,643","43,332",686,687,611,6.6,5.3
"2052575","Olathe city","Johnson",54.2,180,"111,334","2,055.6","93,049","64,157",216,264,372,19.7,45.0
"2053775","Overland Park city","Johnson",56.8,160,"164,811","2,904.2","149,434","111,606",137,137,166,10.3,33.9
"2062700","Salina city","Saline",22.7,569,"45,956","2,021.8","45,751","42,572",735,685,626,0.4,7.5
"2064500","Shawnee city","Johnson",41.7,254,"57,628","1,380.6","47,996","37,863",559,648,716,20.1,26.8
"2071000","Topeka city","Shawnee",56.0,164,"121,946","2,177.2","122,920","121,223",194,179,150,-0.8,1.4
"2079000","Wichita city","Sedgwick",135.8,46,"354,865","2,614.1","351,241","311,106",51,50,51,1.0,12.9
"2100000","KENTUCKY",,"39,728.2","(X)","4,173,405",105.0,"4,042,285","3,686,892","(X)","(X)","(X)",3.2,9.6
"2108902","Bowling Green city","Warren",35.4,323,"52,272","1,476.2","49,363","42,287",632,628,630,5.9,16.7
"2117848","Covington city","Kenton",13.1,879,"42,811","3,258.1","43,370","43,869",782,725,603,-1.3,-1.1
"2128900","Frankfort city","Franklin",14.7,818,"27,210","1,847.3","27,722","26,586","1,192","1,137","1,036",-1.8,4.3
"2135866","Henderson city","Henderson",15.0,808,"27,666","1,848.1","27,413","26,110","1,176","1,154","1,051",0.9,5.0
"2137918","Hopkinsville city","Christian",24.0,533,"28,821","1,199.4","30,131","30,138","1,140","1,049",920,-4.3,"(Z)"
"2140222","Jeffersontown city","Jefferson",10.0,"1,013","26,100","2,623.1","26,528","23,127","1,232","1,188","1,129",-1.6,14.7
"2146027","Lexington-Fayette","Fayette",284.5,20,"268,080",942.2,"260,512","225,366",69,65,69,2.9,15.6
"2148006","Louisville/Jefferson County (balance)","Jefferson","(X)","(X)","556,429","(NA)","551,183","(X)",26,26,"(X)",1.0,"(NA)"
"2158620","Owensboro city","Daviess",17.4,728,"55,459","3,183.6","54,217","53,998",592,557,465,2.3,0.4
"2158836","Paducah city","McCracken",19.5,665,"25,575","1,312.9","26,312","27,416","1,244","1,202",998,-2.8,-4.0
"2165226","Richmond city","Madison",19.1,679,"30,893","1,615.7","27,530","21,792","1,074","1,148","1,152",12.2,26.3
"2200000","LOUISIANA",,"43,561.9","(X)","4,523,628",103.8,"4,468,958","4,221,826","(X)","(X)","(X)",1.2,5.9
"2200975","Alexandria city","Rapides",26.4,481,"45,693","1,730.1","46,188","49,343",740,680,533,-1.1,-6.4
"2205000","Baton Rouge city","East Baton Rouge",76.8,105,"222,064","2,890.0","228,037","222,928",82,74,71,-2.6,2.3
"2208920","Bossier City city","Bossier",40.8,262,"60,505","1,481.5","56,467","53,024",518,519,480,7.2,6.5
"2236255","Houma city","Terrebonne",14.0,839,"32,105","2,288.3","32,393","(\9)","1,037",981,"(X)",-0.9,"(NA)"
"2239475","Kenner city","Jefferson",15.1,801,"69,911","4,617.6","70,517","71,953",428,394,318,-0.9,-2.0
"2240735","Lafayette city","Lafayette",47.6,209,"112,030","2,354.1","111,861","103,711",214,203,192,0.2,7.9
"2241155","Lake Charles city","Calcasieu",40.2,270,"70,555","1,756.4","72,081","72,024",420,383,316,-2.1,0.1
"2251410","Monroe city","Ouachita",28.7,426,"51,914","1,810.1","53,157","55,587",641,570,445,-2.3,-4.4
"2254035","New Iberia city","Iberia",10.6,983,"32,495","3,077.2","32,663","32,196","1,019",975,856,-0.5,1.5
"2255000","New Orleans city","Orleans",180.6,33,"454,863","2,519.2","484,674","496,938",38,32,25,-6.2,-2.5
"2270000","Shreveport city","Bossier, Caddo",103.1,72,"198,874","1,928.2","200,696","198,972",99,88,77,-0.9,0.9
"2270805","Slidell city","St. Tammany",11.8,928,"26,840","2,276.5","25,243","25,177","1,205","1,256","1,074",6.3,0.3
"2300000","MAINE",,"30,861.6","(X)","1,321,505",42.8,"1,274,923","1,227,928","(X)","(X)","(X)",3.7,3.8
"2302795","Bangor city","Penobscot",34.5,337,"31,074",902.0,"31,473","35,892","1,066","1,010",751,-1.3,-12.3
"2338740","Lewiston city","Androscoggin",34.1,342,"36,050","1,057.5","35,690","39,816",930,895,676,1.0,-10.4
"2360545","Portland city","Cumberland",21.2,614,"63,889","3,012.2","64,249","63,125",477,436,377,-0.6,1.8
"2400000","MARYLAND",,"9,773.8","(X)","5,600,388",573.0,"5,296,506","4,780,753","(X)","(X)","(X)",5.7,10.8
"2401600","Annapolis city","Anne Arundel",6.7,"1,130","36,300","5,393.8","35,852","33,323",924,891,824,1.2,7.6
"2404000","Baltimore city","Baltimore IC",80.8,93,"635,815","7,869.0","651,154","736,014",18,18,12,-2.4,-11.5
"2408775","Bowie city","Prince George's",16.1,771,"53,878","3,346.5","51,369","38,179",609,599,711,4.9,34.5
"2430325","Frederick city","Frederick",20.4,642,"57,907","2,835.8","52,816","40,569",553,577,661,9.6,30.2
"2431175","Gaithersburg city","Montgomery",10.1,"1,008","57,698","5,718.3","52,455","39,997",556,585,671,10.0,31.1
"2436075","Hagerstown city","Washington",10.7,979,"38,326","3,595.3","36,796","35,815",872,863,754,4.2,2.7
"2467675","Rockville city","Montgomery",13.5,865,"57,402","4,267.8","47,388","45,226",563,656,580,21.1,4.8
"2500000","MASSACHUSETTS",,"7,840.0","(X)","6,398,743",816.2,"6,349,105","6,016,425","(X)","(X)","(X)",0.8,5.5
"2500765","Agawam city","Hampden",23.2,554,"28,599","1,230.6","28,143","(X)","1,150","1,115","(X)",1.6,"(NA)"
"2502690","Attleboro city","Bristol",27.5,451,"43,382","1,577.0","42,068","38,366",773,747,705,3.1,9.6
"2503690","Barnstable Town city","Barnstable",60.0,147,"47,826",796.6,"47,821","(X)",698,651,"(X)","(Z)","(NA)"
"2505595","Beverly city","Essex",16.6,752,"39,876","2,402.2","39,862","38,153",831,794,712,"(Z)",4.5
"2507000","Boston city","Suffolk",48.4,205,"559,034","11,543.1","589,141","574,759",24,20,20,-5.1,2.5
"2509000","Brockton city","Plymouth",21.5,601,"94,632","4,407.6","94,304","92,783",277,260,223,0.3,1.6
"2511000","Cambridge city","Middlesex",6.4,"1,140","100,135","15,573.1","101,355","95,849",254,236,214,-1.2,5.7
"2513205","Chelsea city","Suffolk",2.2,"1,247","32,518","14,848.4","35,080","28,352","1,017",914,969,-7.3,23.7
"2513660","Chicopee city","Hampden",22.9,563,"54,680","2,390.9","54,653","56,662",602,552,435,"(Z)",-3.5
"2521990","Everett city","Middlesex",3.4,"1,233","36,837","10,898.5","38,037","35,744",907,839,756,-3.2,6.4
"2523000","Fall River city","Bristol",31.0,393,"91,802","2,959.4","91,938","92,992",290,270,221,-0.1,-1.1
"2523875","Fitchburg city","Worcester",27.8,447,"40,045","1,442.5","39,102","41,573",823,812,644,2.4,-5.9
"2525100","Franklin city","Norfolk",26.7,470,"30,893","1,155.3","29,560","(X)","1,074","1,073","(X)",4.5,"(NA)"
"2526150","Gloucester city","Essex",26.0,492,"30,713","1,183.1","30,273","28,719","1,082","1,043",959,1.5,5.4
"2529405","Haverhill city","Essex",33.3,354,"60,242","1,807.4","58,969","51,165",520,490,507,2.2,15.3
"2530840","Holyoke city","Hampden",21.3,608,"39,958","1,876.8","39,838","43,705",827,796,607,0.3,-8.8
"2534550","Lawrence city","Essex",7.0,"1,122","71,314","10,246.3","72,043","69,867",414,384,332,-1.0,3.1
"2535075","Leominster city","Worcester",28.9,425,"41,804","1,447.5","41,303","37,927",793,760,715,1.2,8.9
"2537000","Lowell city","Middlesex",13.8,852,"103,111","7,488.1","105,167","103,423",244,221,193,-2.0,1.7
"2537490","Lynn city","Essex",10.8,970,"88,792","8,206.3","89,050","81,414",307,282,269,-0.3,9.4
"2537875","Malden city","Middlesex",5.1,"1,191","55,871","11,019.9","56,340","53,674",585,522,473,-0.8,5.0
"2538715","Marlborough city","Middlesex",21.1,620,"37,444","1,775.4","36,255","31,821",891,877,866,3.3,13.9
"2539835","Medford city","Middlesex",8.1,"1,078","53,523","6,575.3","55,638","57,281",614,536,429,-3.8,-2.9
"2540115","Melrose city","Middlesex",4.7,"1,201","26,365","5,621.5","27,134","28,285","1,225","1,167",972,-2.8,-4.1
"2540710","Methuen city","Essex",22.4,577,"44,609","1,991.5","43,789","(X)",756,719,"(X)",1.9,"(NA)"
"2545000","New Bedford city","Bristol",20.1,647,"93,102","4,627.3","93,768","98,475",283,262,206,-0.7,-4.8
"2545560","Newton city","Middlesex",18.1,712,"83,158","4,607.1","83,829","83,132",338,313,264,-0.8,0.8
"2546330","Northampton city","Hampshire",34.5,336,"28,715",833.3,"28,978","29,250","1,145","1,087",939,-0.9,-0.9
"2552490","Peabody city","Essex",16.4,760,"51,239","3,124.3","48,129","47,241",650,643,558,6.5,1.9
