"year","month","abbr","length","start"
2003,8,"PXDWLKWK","2","753"
2003,9,"PXDWLKWK","2","753"
2003,10,"PXDWLKWK","2","753"
2003,11,"PXDWLKWK","2","753"
2003,12,"PXDWLKWK","2","753"
2004,1,"PXDWLKWK","2","753"
2004,2,"PXDWLKWK","2","753"
2004,3,"PXDWLKWK","2","753"
2004,4,"PXDWLKWK","2","753"
2003,1,"PXDWAVL","2","755"
2003,2,"PXDWAVL","2","755"
2003,3,"PXDWAVL","2","755"
2003,4,"PXDWAVL","2","755"
2003,5,"PXDWAVL","2","755"
2003,6,"PXDWAVL","2","755"
2003,7,"PXDWAVL","2","755"
2003,8,"PXDWAVL","2","755"
2003,9,"PXDWAVL","2","755"
2003,10,"PXDWAVL","2","755"
2003,11,"PXDWAVL","2","755"
2003,12,"PXDWAVL","2","755"
2004,1,"PXDWAVL","2","755"
2004,2,"PXDWAVL","2","755"
2004,3,"PXDWAVL","2","755"
2004,4,"PXDWAVL","2","755"
2003,1,"PXDWAVR","2","757"
2003,2,"PXDWAVR","2","757"
2003,3,"PXDWAVR","2","757"
2003,4,"PXDWAVR","2","757"
2003,5,"PXDWAVR","2","757"
2003,6,"PXDWAVR","2","757"
2003,7,"PXDWAVR","2","757"
2003,8,"PXDWAVR","2","757"
2003,9,"PXDWAVR","2","757"
2003,10,"PXDWAVR","2","757"
2003,11,"PXDWAVR","2","757"
2003,12,"PXDWAVR","2","757"
2004,1,"PXDWAVR","2","757"
2004,2,"PXDWAVR","2","757"
2004,3,"PXDWAVR","2","757"
2004,4,"PXDWAVR","2","757"
2003,1,"PXJHWKO","2","759"
2003,2,"PXJHWKO","2","759"
2003,3,"PXJHWKO","2","759"
2003,4,"PXJHWKO","2","759"
2003,5,"PXJHWKO","2","759"
2003,6,"PXJHWKO","2","759"
2003,7,"PXJHWKO","2","759"
2003,8,"PXJHWKO","2","759"
2003,9,"PXJHWKO","2","759"
2003,10,"PXJHWKO","2","759"
2003,11,"PXJHWKO","2","759"
2003,12,"PXJHWKO","2","759"
2004,1,"PXJHWKO","2","759"
2004,2,"PXJHWKO","2","759"
2004,3,"PXJHWKO","2","759"
2004,4,"PXJHWKO","2","759"
2003,1,"PXJHRSN","2","761"
2003,2,"PXJHRSN","2","761"
2003,3,"PXJHRSN","2","761"
2003,4,"PXJHRSN","2","761"
2003,5,"PXJHRSN","2","761"
2003,6,"PXJHRSN","2","761"
2003,7,"PXJHRSN","2","761"
2003,8,"PXJHRSN","2","761"
2003,9,"PXJHRSN","2","761"
2003,10,"PXJHRSN","2","761"
2003,11,"PXJHRSN","2","761"
2003,12,"PXJHRSN","2","761"
2004,1,"PXJHRSN","2","761"
2004,2,"PXJHRSN","2","761"
2004,3,"PXJHRSN","2","761"
2004,4,"PXJHRSN","2","761"
2003,1,"PXJHWANT","2","763"
2003,2,"PXJHWANT","2","763"
2003,3,"PXJHWANT","2","763"
2003,4,"PXJHWANT","2","763"
2003,5,"PXJHWANT","2","763"
2003,6,"PXJHWANT","2","763"
2003,7,"PXJHWANT","2","763"
2003,8,"PXJHWANT","2","763"
2003,9,"PXJHWANT","2","763"
2003,10,"PXJHWANT","2","763"
2003,11,"PXJHWANT","2","763"
2003,12,"PXJHWANT","2","763"
2004,1,"PXJHWANT","2","763"
2004,2,"PXJHWANT","2","763"
2004,3,"PXJHWANT","2","763"
2004,4,"PXJHWANT","2","763"
2003,1,"PXIO1COW","2","765"
2003,2,"PXIO1COW","2","765"
2003,3,"PXIO1COW","2","765"
2003,4,"PXIO1COW","2","765"
2003,5,"PXIO1COW","2","765"
2003,6,"PXIO1COW","2","765"
2003,7,"PXIO1COW","2","765"
2003,8,"PXIO1COW","2","765"
2003,9,"PXIO1COW","2","765"
2003,10,"PXIO1COW","2","765"
2003,11,"PXIO1COW","2","765"
2003,12,"PXIO1COW","2","765"
2004,1,"PXIO1COW","2","765"
2004,2,"PXIO1COW","2","765"
2004,3,"PXIO1COW","2","765"
2004,4,"PXIO1COW","2","765"
2003,1,"PXIO1ICD","2","767"
2003,2,"PXIO1ICD","2","767"
2003,3,"PXIO1ICD","2","767"
2003,4,"PXIO1ICD","2","767"
2003,5,"PXIO1ICD","2","767"
2003,6,"PXIO1ICD","2","767"
2003,7,"PXIO1ICD","2","767"
2003,8,"PXIO1ICD","2","767"
2003,9,"PXIO1ICD","2","767"
2003,10,"PXIO1ICD","2","767"
2003,11,"PXIO1ICD","2","767"
2003,12,"PXIO1ICD","2","767"
2004,1,"PXIO1ICD","2","767"
2004,2,"PXIO1ICD","2","767"
2004,3,"PXIO1ICD","2","767"
2004,4,"PXIO1ICD","2","767"
2003,1,"PXIO1OCD","2","769"
2003,2,"PXIO1OCD","2","769"
2003,3,"PXIO1OCD","2","769"
2003,4,"PXIO1OCD","2","769"
2003,5,"PXIO1OCD","2","769"
2003,6,"PXIO1OCD","2","769"
2003,7,"PXIO1OCD","2","769"
2003,8,"PXIO1OCD","2","769"
2003,9,"PXIO1OCD","2","769"
2003,10,"PXIO1OCD","2","769"
2003,11,"PXIO1OCD","2","769"
2003,12,"PXIO1OCD","2","769"
2004,1,"PXIO1OCD","2","769"
2004,2,"PXIO1OCD","2","769"
2004,3,"PXIO1OCD","2","769"
2004,4,"PXIO1OCD","2","769"
2003,1,"PXIO2COW","2","771"
2003,2,"PXIO2COW","2","771"
2003,3,"PXIO2COW","2","771"
2003,4,"PXIO2COW","2","771"
2003,5,"PXIO2COW","2","771"
2003,6,"PXIO2COW","2","771"
2003,7,"PXIO2COW","2","771"
2003,8,"PXIO2COW","2","771"
2003,9,"PXIO2COW","2","771"
2003,10,"PXIO2COW","2","771"
2003,11,"PXIO2COW","2","771"
2003,12,"PXIO2COW","2","771"
2004,1,"PXIO2COW","2","771"
2004,2,"PXIO2COW","2","771"
2004,3,"PXIO2COW","2","771"
2004,4,"PXIO2COW","2","771"
2003,1,"PXIO2ICD","2","773"
2003,2,"PXIO2ICD","2","773"
2003,3,"PXIO2ICD","2","773"
2003,4,"PXIO2ICD","2","773"
2003,5,"PXIO2ICD","2","773"
2003,6,"PXIO2ICD","2","773"
2003,7,"PXIO2ICD","2","773"
2003,8,"PXIO2ICD","2","773"
2003,9,"PXIO2ICD","2","773"
2003,10,"PXIO2ICD","2","773"
2003,11,"PXIO2ICD","2","773"
2003,12,"PXIO2ICD","2","773"
2004,1,"PXIO2ICD","2","773"
2004,2,"PXIO2ICD","2","773"
2004,3,"PXIO2ICD","2","773"
2004,4,"PXIO2ICD","2","773"
2003,1,"PXIO2OCD","2","775"
2003,2,"PXIO2OCD","2","775"
2003,3,"PXIO2OCD","2","775"
2003,4,"PXIO2OCD","2","775"
2003,5,"PXIO2OCD","2","775"
2003,6,"PXIO2OCD","2","775"
2003,7,"PXIO2OCD","2","775"
2003,8,"PXIO2OCD","2","775"
2003,9,"PXIO2OCD","2","775"
2003,10,"PXIO2OCD","2","775"
2003,11,"PXIO2OCD","2","775"
2003,12,"PXIO2OCD","2","775"
2004,1,"PXIO2OCD","2","775"
2004,2,"PXIO2OCD","2","775"
2004,3,"PXIO2OCD","2","775"
2004,4,"PXIO2OCD","2","775"
2003,1,"PXERNUOT","2","777"
2003,2,"PXERNUOT","2","777"
2003,3,"PXERNUOT","2","777"
2003,4,"PXERNUOT","2","777"
2003,5,"PXERNUOT","2","777"
2003,6,"PXERNUOT","2","777"
2003,7,"PXERNUOT","2","777"
2003,8,"PXERNUOT","2","777"
2003,9,"PXERNUOT","2","777"
2003,10,"PXERNUOT","2","777"
2003,11,"PXERNUOT","2","777"
2003,12,"PXERNUOT","2","777"
2004,1,"PXERNUOT","2","777"
2004,2,"PXERNUOT","2","777"
2004,3,"PXERNUOT","2","777"
2004,4,"PXERNUOT","2","777"
2003,1,"PXERNPER","2","779"
2003,2,"PXERNPER","2","779"
2003,3,"PXERNPER","2","779"
2003,4,"PXERNPER","2","779"
2003,5,"PXERNPER","2","779"
2003,6,"PXERNPER","2","779"
2003,7,"PXERNPER","2","779"
2003,8,"PXERNPER","2","779"
2003,9,"PXERNPER","2","779"
2003,10,"PXERNPER","2","779"
2003,11,"PXERNPER","2","779"
2003,12,"PXERNPER","2","779"
2004,1,"PXERNPER","2","779"
2004,2,"PXERNPER","2","779"
2004,3,"PXERNPER","2","779"
2004,4,"PXERNPER","2","779"
2003,1,"PXERNH1O","2","781"
2003,2,"PXERNH1O","2","781"
2003,3,"PXERNH1O","2","781"
2003,4,"PXERNH1O","2","781"
2003,5,"PXERNH1O","2","781"
2003,6,"PXERNH1O","2","781"
2003,7,"PXERNH1O","2","781"
2003,8,"PXERNH1O","2","781"
2003,9,"PXERNH1O","2","781"
2003,10,"PXERNH1O","2","781"
2003,11,"PXERNH1O","2","781"
2003,12,"PXERNH1O","2","781"
2004,1,"PXERNH1O","2","781"
2004,2,"PXERNH1O","2","781"
2004,3,"PXERNH1O","2","781"
2004,4,"PXERNH1O","2","781"
2003,1,"PXERNHRO","2","783"
2003,2,"PXERNHRO","2","783"
2003,3,"PXERNHRO","2","783"
2003,4,"PXERNHRO","2","783"
2003,5,"PXERNHRO","2","783"
2003,6,"PXERNHRO","2","783"
2003,7,"PXERNHRO","2","783"
2003,8,"PXERNHRO","2","783"
2003,9,"PXERNHRO","2","783"
2003,10,"PXERNHRO","2","783"
2003,11,"PXERNHRO","2","783"
2003,12,"PXERNHRO","2","783"
2004,1,"PXERNHRO","2","783"
2004,2,"PXERNHRO","2","783"
2004,3,"PXERNHRO","2","783"
2004,4,"PXERNHRO","2","783"
2003,1,"PXERN","2","785"
2003,2,"PXERN","2","785"
2003,3,"PXERN","2","785"
2003,4,"PXERN","2","785"
2003,5,"PXERN","2","785"
2003,6,"PXERN","2","785"
2003,7,"PXERN","2","785"
2003,8,"PXERN","2","785"
2003,9,"PXERN","2","785"
2003,10,"PXERN","2","785"
2003,11,"PXERN","2","785"
2003,12,"PXERN","2","785"
2004,1,"PXERN","2","785"
2004,2,"PXERN","2","785"
2004,3,"PXERN","2","785"
2004,4,"PXERN","2","785"
2003,1,"FILLER","4","787"
2003,2,"FILLER","4","787"
2003,3,"FILLER","4","787"
2003,4,"FILLER","4","787"
2003,5,"FILLER","4","787"
2003,6,"FILLER","4","787"
2003,7,"FILLER","4","787"
2003,8,"FILLER","4","787"
2003,9,"FILLER","4","787"
2003,10,"FILLER","4","787"
2003,11,"FILLER","4","787"
2003,12,"FILLER","4","787"
2004,1,"FILLER","4","787"
2004,2,"FILLER","4","787"
2004,3,"FILLER","4","787"
2004,4,"FILLER","4","787"
2003,1,"PXERNWKP","2","791"
2003,2,"PXERNWKP","2","791"
2003,3,"PXERNWKP","2","791"
2003,4,"PXERNWKP","2","791"
2003,5,"PXERNWKP","2","791"
2003,6,"PXERNWKP","2","791"
2003,7,"PXERNWKP","2","791"
2003,8,"PXERNWKP","2","791"
2003,9,"PXERNWKP","2","791"
2003,10,"PXERNWKP","2","791"
2003,11,"PXERNWKP","2","791"
2003,12,"PXERNWKP","2","791"
2004,1,"PXERNWKP","2","791"
2004,2,"PXERNWKP","2","791"
2004,3,"PXERNWKP","2","791"
2004,4,"PXERNWKP","2","791"
2003,1,"PXERNRT","2","793"
2003,2,"PXERNRT","2","793"
2003,3,"PXERNRT","2","793"
2003,4,"PXERNRT","2","793"
2003,5,"PXERNRT","2","793"
2003,6,"PXERNRT","2","793"
2003,7,"PXERNRT","2","793"
2003,8,"PXERNRT","2","793"
2003,9,"PXERNRT","2","793"
2003,10,"PXERNRT","2","793"
2003,11,"PXERNRT","2","793"
2003,12,"PXERNRT","2","793"
2004,1,"PXERNRT","2","793"
2004,2,"PXERNRT","2","793"
2004,3,"PXERNRT","2","793"
2004,4,"PXERNRT","2","793"
2003,1,"PXERNHRY","2","795"
2003,2,"PXERNHRY","2","795"
2003,3,"PXERNHRY","2","795"
2003,4,"PXERNHRY","2","795"
2003,5,"PXERNHRY","2","795"
2003,6,"PXERNHRY","2","795"
2003,7,"PXERNHRY","2","795"
2003,8,"PXERNHRY","2","795"
2003,9,"PXERNHRY","2","795"
2003,10,"PXERNHRY","2","795"
2003,11,"PXERNHRY","2","795"
2003,12,"PXERNHRY","2","795"
2004,1,"PXERNHRY","2","795"
2004,2,"PXERNHRY","2","795"
2004,3,"PXERNHRY","2","795"
2004,4,"PXERNHRY","2","795"
2003,1,"PXERNH2","2","797"
2003,2,"PXERNH2","2","797"
2003,3,"PXERNH2","2","797"
2003,4,"PXERNH2","2","797"
2003,5,"PXERNH2","2","797"
2003,6,"PXERNH2","2","797"
2003,7,"PXERNH2","2","797"
2003,8,"PXERNH2","2","797"
2003,9,"PXERNH2","2","797"
2003,10,"PXERNH2","2","797"
2003,11,"PXERNH2","2","797"
2003,12,"PXERNH2","2","797"
2004,1,"PXERNH2","2","797"
2004,2,"PXERNH2","2","797"
2004,3,"PXERNH2","2","797"
2004,4,"PXERNH2","2","797"
2003,1,"PXERNLAB","2","799"
2003,2,"PXERNLAB","2","799"
2003,3,"PXERNLAB","2","799"
2003,4,"PXERNLAB","2","799"
2003,5,"PXERNLAB","2","799"
2003,6,"PXERNLAB","2","799"
2003,7,"PXERNLAB","2","799"
2003,8,"PXERNLAB","2","799"
2003,9,"PXERNLAB","2","799"
2003,10,"PXERNLAB","2","799"
2003,11,"PXERNLAB","2","799"
2003,12,"PXERNLAB","2","799"
2004,1,"PXERNLAB","2","799"
2004,2,"PXERNLAB","2","799"
2004,3,"PXERNLAB","2","799"
2004,4,"PXERNLAB","2","799"
2003,1,"PXERNCOV","2","801"
2003,2,"PXERNCOV","2","801"
2003,3,"PXERNCOV","2","801"
2003,4,"PXERNCOV","2","801"
2003,5,"PXERNCOV","2","801"
2003,6,"PXERNCOV","2","801"
2003,7,"PXERNCOV","2","801"
2003,8,"PXERNCOV","2","801"
2003,9,"PXERNCOV","2","801"
2003,10,"PXERNCOV","2","801"
2003,11,"PXERNCOV","2","801"
2003,12,"PXERNCOV","2","801"
2004,1,"PXERNCOV","2","801"
2004,2,"PXERNCOV","2","801"
2004,3,"PXERNCOV","2","801"
2004,4,"PXERNCOV","2","801"
2003,1,"PXNLFJH","2","803"
2003,2,"PXNLFJH","2","803"
2003,3,"PXNLFJH","2","803"
2003,4,"PXNLFJH","2","803"
2003,5,"PXNLFJH","2","803"
2003,6,"PXNLFJH","2","803"
2003,7,"PXNLFJH","2","803"
2003,8,"PXNLFJH","2","803"
2003,9,"PXNLFJH","2","803"
2003,10,"PXNLFJH","2","803"
2003,11,"PXNLFJH","2","803"
2003,12,"PXNLFJH","2","803"
2004,1,"PXNLFJH","2","803"
2004,2,"PXNLFJH","2","803"
2004,3,"PXNLFJH","2","803"
2004,4,"PXNLFJH","2","803"
2003,1,"PXNLFRET","2","805"
2003,2,"PXNLFRET","2","805"
2003,3,"PXNLFRET","2","805"
2003,4,"PXNLFRET","2","805"
2003,5,"PXNLFRET","2","805"
2003,6,"PXNLFRET","2","805"
2003,7,"PXNLFRET","2","805"
2003,8,"PXNLFRET","2","805"
2003,9,"PXNLFRET","2","805"
2003,10,"PXNLFRET","2","805"
2003,11,"PXNLFRET","2","805"
2003,12,"PXNLFRET","2","805"
2004,1,"PXNLFRET","2","805"
2004,2,"PXNLFRET","2","805"
2004,3,"PXNLFRET","2","805"
2004,4,"PXNLFRET","2","805"
2003,1,"PXNLFACT","2","807"
2003,2,"PXNLFACT","2","807"
2003,3,"PXNLFACT","2","807"
2003,4,"PXNLFACT","2","807"
2003,5,"PXNLFACT","2","807"
2003,6,"PXNLFACT","2","807"
2003,7,"PXNLFACT","2","807"
2003,8,"PXNLFACT","2","807"
2003,9,"PXNLFACT","2","807"
2003,10,"PXNLFACT","2","807"
2003,11,"PXNLFACT","2","807"
2003,12,"PXNLFACT","2","807"
2004,1,"PXNLFACT","2","807"
2004,2,"PXNLFACT","2","807"
2004,3,"PXNLFACT","2","807"
2004,4,"PXNLFACT","2","807"
2003,1,"PXSCHENR","2","809"
2003,2,"PXSCHENR","2","809"
2003,3,"PXSCHENR","2","809"
2003,4,"PXSCHENR","2","809"
2003,5,"PXSCHENR","2","809"
2003,6,"PXSCHENR","2","809"
2003,7,"PXSCHENR","2","809"
2003,8,"PXSCHENR","2","809"
2003,9,"PXSCHENR","2","809"
2003,10,"PXSCHENR","2","809"
2003,11,"PXSCHENR","2","809"
2003,12,"PXSCHENR","2","809"
2004,1,"PXSCHENR","2","809"
2004,2,"PXSCHENR","2","809"
2004,3,"PXSCHENR","2","809"
2004,4,"PXSCHENR","2","809"
2003,1,"PXSCHFT","2","811"
2003,2,"PXSCHFT","2","811"
2003,3,"PXSCHFT","2","811"
2003,4,"PXSCHFT","2","811"
2003,5,"PXSCHFT","2","811"
2003,6,"PXSCHFT","2","811"
2003,7,"PXSCHFT","2","811"
2003,8,"PXSCHFT","2","811"
2003,9,"PXSCHFT","2","811"
2003,10,"PXSCHFT","2","811"
2003,11,"PXSCHFT","2","811"
2003,12,"PXSCHFT","2","811"
2004,1,"PXSCHFT","2","811"
2004,2,"PXSCHFT","2","811"
2004,3,"PXSCHFT","2","811"
2004,4,"PXSCHFT","2","811"
2003,1,"PXSCHLVL","2","813"
2003,2,"PXSCHLVL","2","813"
2003,3,"PXSCHLVL","2","813"
2003,4,"PXSCHLVL","2","813"
2003,5,"PXSCHLVL","2","813"
2003,6,"PXSCHLVL","2","813"
2003,7,"PXSCHLVL","2","813"
2003,8,"PXSCHLVL","2","813"
2003,9,"PXSCHLVL","2","813"
2003,10,"PXSCHLVL","2","813"
2003,11,"PXSCHLVL","2","813"
2003,12,"PXSCHLVL","2","813"
2004,1,"PXSCHLVL","2","813"
2004,2,"PXSCHLVL","2","813"
2004,3,"PXSCHLVL","2","813"
2004,4,"PXSCHLVL","2","813"
2003,1,"QSTNUM","5","815"
2003,2,"QSTNUM","5","815"
2003,3,"QSTNUM","5","815"
2003,4,"QSTNUM","5","815"
2003,5,"QSTNUM","5","815"
2003,6,"QSTNUM","5","815"
2003,7,"QSTNUM","5","815"
2003,8,"QSTNUM","5","815"
2003,9,"QSTNUM","5","815"
2003,10,"QSTNUM","5","815"
2003,11,"QSTNUM","5","815"
2003,12,"QSTNUM","5","815"
2004,1,"QSTNUM","5","815"
2004,2,"QSTNUM","5","815"
2004,3,"QSTNUM","5","815"
2004,4,"QSTNUM","5","815"
2003,1,"OCCURNUM","2","820"
2003,2,"OCCURNUM","2","820"
2003,3,"OCCURNUM","2","820"
2003,4,"OCCURNUM","2","820"
2003,5,"OCCURNUM","2","820"
2003,6,"OCCURNUM","2","820"
2003,7,"OCCURNUM","2","820"
2003,8,"OCCURNUM","2","820"
2003,9,"OCCURNUM","2","820"
2003,10,"OCCURNUM","2","820"
2003,11,"OCCURNUM","2","820"
2003,12,"OCCURNUM","2","820"
2004,1,"OCCURNUM","2","820"
2004,2,"OCCURNUM","2","820"
2004,3,"OCCURNUM","2","820"
2004,4,"OCCURNUM","2","820"
2003,1,"PEDIPGED","2","822"
2003,2,"PEDIPGED","2","822"
2003,3,"PEDIPGED","2","822"
2003,4,"PEDIPGED","2","822"
2003,5,"PEDIPGED","2","822"
2003,6,"PEDIPGED","2","822"
2003,7,"PEDIPGED","2","822"
2003,8,"PEDIPGED","2","822"
2003,9,"PEDIPGED","2","822"
2003,10,"PEDIPGED","2","822"
2003,11,"PEDIPGED","2","822"
2003,12,"PEDIPGED","2","822"
2004,1,"PEDIPGED","2","822"
2004,2,"PEDIPGED","2","822"
2004,3,"PEDIPGED","2","822"
2004,4,"PEDIPGED","2","822"
2003,1,"PECYC","2","826"
2003,2,"PECYC","2","826"
2003,3,"PECYC","2","826"
2003,4,"PECYC","2","826"
2003,5,"PECYC","2","826"
2003,6,"PECYC","2","826"
2003,7,"PECYC","2","826"
2003,8,"PECYC","2","826"
2003,9,"PECYC","2","826"
2003,10,"PECYC","2","826"
2003,11,"PECYC","2","826"
2003,12,"PECYC","2","826"
2004,1,"PECYC","2","826"
2004,2,"PECYC","2","826"
2004,3,"PECYC","2","826"
2004,4,"PECYC","2","826"
2003,1,"PEGR6COR","2","830"
2003,2,"PEGR6COR","2","830"
2003,3,"PEGR6COR","2","830"
2003,4,"PEGR6COR","2","830"
2003,5,"PEGR6COR","2","830"
2003,6,"PEGR6COR","2","830"
2003,7,"PEGR6COR","2","830"
2003,8,"PEGR6COR","2","830"
2003,9,"PEGR6COR","2","830"
2003,10,"PEGR6COR","2","830"
2003,11,"PEGR6COR","2","830"
2003,12,"PEGR6COR","2","830"
2004,1,"PEGR6COR","2","830"
2004,2,"PEGR6COR","2","830"
2004,3,"PEGR6COR","2","830"
2004,4,"PEGR6COR","2","830"
2003,1,"PEMS123","2","832"
2003,2,"PEMS123","2","832"
2003,3,"PEMS123","2","832"
2003,4,"PEMS123","2","832"
2003,5,"PEMS123","2","832"
2003,6,"PEMS123","2","832"
2003,7,"PEMS123","2","832"
2003,8,"PEMS123","2","832"
2003,9,"PEMS123","2","832"
2003,10,"PEMS123","2","832"
2003,11,"PEMS123","2","832"
2003,12,"PEMS123","2","832"
2004,1,"PEMS123","2","832"
2004,2,"PEMS123","2","832"
2004,3,"PEMS123","2","832"
2004,4,"PEMS123","2","832"
2003,1,"PXDIPGED","2","834"
2003,2,"PXDIPGED","2","834"
2003,3,"PXDIPGED","2","834"
2003,4,"PXDIPGED","2","834"
2003,5,"PXDIPGED","2","834"
2003,6,"PXDIPGED","2","834"
2003,7,"PXDIPGED","2","834"
2003,8,"PXDIPGED","2","834"
2003,9,"PXDIPGED","2","834"
2003,10,"PXDIPGED","2","834"
2003,11,"PXDIPGED","2","834"
2003,12,"PXDIPGED","2","834"
2004,1,"PXDIPGED","2","834"
2004,2,"PXDIPGED","2","834"
2004,3,"PXDIPGED","2","834"
2004,4,"PXDIPGED","2","834"
2003,1,"PXHGCOMP","2","836"
2003,2,"PXHGCOMP","2","836"
2003,3,"PXHGCOMP","2","836"
2003,4,"PXHGCOMP","2","836"
2003,5,"PXHGCOMP","2","836"
2003,6,"PXHGCOMP","2","836"
2003,7,"PXHGCOMP","2","836"
2003,8,"PXHGCOMP","2","836"
2003,9,"PXHGCOMP","2","836"
2003,10,"PXHGCOMP","2","836"
2003,11,"PXHGCOMP","2","836"
2003,12,"PXHGCOMP","2","836"
2004,1,"PXHGCOMP","2","836"
2004,2,"PXHGCOMP","2","836"
2004,3,"PXHGCOMP","2","836"
2004,4,"PXHGCOMP","2","836"
2003,1,"PXCYC","2","838"
2003,2,"PXCYC","2","838"
2003,3,"PXCYC","2","838"
2003,4,"PXCYC","2","838"
2003,5,"PXCYC","2","838"
2003,6,"PXCYC","2","838"
2003,7,"PXCYC","2","838"
2003,8,"PXCYC","2","838"
2003,9,"PXCYC","2","838"
2003,10,"PXCYC","2","838"
2003,11,"PXCYC","2","838"
2003,12,"PXCYC","2","838"
2004,1,"PXCYC","2","838"
2004,2,"PXCYC","2","838"
2004,3,"PXCYC","2","838"
2004,4,"PXCYC","2","838"
2003,1,"PXGRPROF","2","840"
2003,2,"PXGRPROF","2","840"
2003,3,"PXGRPROF","2","840"
2003,4,"PXGRPROF","2","840"
2003,5,"PXGRPROF","2","840"
2003,6,"PXGRPROF","2","840"
2003,7,"PXGRPROF","2","840"
2003,8,"PXGRPROF","2","840"
2003,9,"PXGRPROF","2","840"
2003,10,"PXGRPROF","2","840"
2003,11,"PXGRPROF","2","840"
2003,12,"PXGRPROF","2","840"
2004,1,"PXGRPROF","2","840"
2004,2,"PXGRPROF","2","840"
2004,3,"PXGRPROF","2","840"
2004,4,"PXGRPROF","2","840"
2003,1,"PXGR6COR","2","842"
2003,2,"PXGR6COR","2","842"
2003,3,"PXGR6COR","2","842"
2003,4,"PXGR6COR","2","842"
2003,5,"PXGR6COR","2","842"
2003,6,"PXGR6COR","2","842"
2003,7,"PXGR6COR","2","842"
2003,8,"PXGR6COR","2","842"
2003,9,"PXGR6COR","2","842"
2003,10,"PXGR6COR","2","842"
2003,11,"PXGR6COR","2","842"
2003,12,"PXGR6COR","2","842"
2004,1,"PXGR6COR","2","842"
2004,2,"PXGR6COR","2","842"
2004,3,"PXGR6COR","2","842"
2004,4,"PXGR6COR","2","842"
2003,1,"PXMS123","2","844"
2003,2,"PXMS123","2","844"
2003,3,"PXMS123","2","844"
2003,4,"PXMS123","2","844"
2003,5,"PXMS123","2","844"
2003,6,"PXMS123","2","844"
2003,7,"PXMS123","2","844"
2003,8,"PXMS123","2","844"
2003,9,"PXMS123","2","844"
2003,10,"PXMS123","2","844"
2003,11,"PXMS123","2","844"
2003,12,"PXMS123","2","844"
2004,1,"PXMS123","2","844"
2004,2,"PXMS123","2","844"
2004,3,"PXMS123","2","844"
2004,4,"PXMS123","2","844"
2003,1,"PWCMPWGT","10","846"
2003,2,"PWCMPWGT","10","846"
2003,3,"PWCMPWGT","10","846"
2003,4,"PWCMPWGT","10","846"
2003,5,"PWCMPWGT","10","846"
2003,6,"PWCMPWGT","10","846"
2003,7,"PWCMPWGT","10","846"
2003,8,"PWCMPWGT","10","846"
2003,9,"PWCMPWGT","10","846"
2003,10,"PWCMPWGT","10","846"
2003,11,"PWCMPWGT","10","846"
2003,12,"PWCMPWGT","10","846"
2004,1,"PWCMPWGT","10","846"
2004,2,"PWCMPWGT","10","846"
2004,3,"PWCMPWGT","10","846"
2004,4,"PWCMPWGT","10","846"
2003,1,"PEIO1ICD","4","856"
2003,2,"PEIO1ICD","4","856"
2003,3,"PEIO1ICD","4","856"
2003,4,"PEIO1ICD","4","856"
2003,5,"PEIO1ICD","4","856"
2003,6,"PEIO1ICD","4","856"
2003,7,"PEIO1ICD","4","856"
2003,8,"PEIO1ICD","4","856"
2003,9,"PEIO1ICD","4","856"
2003,10,"PEIO1ICD","4","856"
2003,11,"PEIO1ICD","4","856"
2003,12,"PEIO1ICD","4","856"
2004,1,"PEIO1ICD","4","856"
2004,2,"PEIO1ICD","4","856"
2004,3,"PEIO1ICD","4","856"
2004,4,"PEIO1ICD","4","856"
2003,1,"PEIO1OCD","4","860"
2003,2,"PEIO1OCD","4","860"
2003,3,"PEIO1OCD","4","860"
2003,4,"PEIO1OCD","4","860"
2003,5,"PEIO1OCD","4","860"
2003,6,"PEIO1OCD","4","860"
2003,7,"PEIO1OCD","4","860"
2003,8,"PEIO1OCD","4","860"
2003,9,"PEIO1OCD","4","860"
2003,10,"PEIO1OCD","4","860"
2003,11,"PEIO1OCD","4","860"
2003,12,"PEIO1OCD","4","860"
2004,1,"PEIO1OCD","4","860"
2004,2,"PEIO1OCD","4","860"
2004,3,"PEIO1OCD","4","860"
2004,4,"PEIO1OCD","4","860"
2003,1,"PEIO2ICD","4","864"
2003,2,"PEIO2ICD","4","864"
2003,3,"PEIO2ICD","4","864"
2003,4,"PEIO2ICD","4","864"
2003,5,"PEIO2ICD","4","864"
2003,6,"PEIO2ICD","4","864"
2003,7,"PEIO2ICD","4","864"
2003,8,"PEIO2ICD","4","864"
2003,9,"PEIO2ICD","4","864"
2003,10,"PEIO2ICD","4","864"
2003,11,"PEIO2ICD","4","864"
2003,12,"PEIO2ICD","4","864"
2004,1,"PEIO2ICD","4","864"
2004,2,"PEIO2ICD","4","864"
2004,3,"PEIO2ICD","4","864"
2004,4,"PEIO2ICD","4","864"
2003,1,"PEIO2OCD","4","868"
2003,2,"PEIO2OCD","4","868"
2003,3,"PEIO2OCD","4","868"
2003,4,"PEIO2OCD","4","868"
2003,5,"PEIO2OCD","4","868"
2003,6,"PEIO2OCD","4","868"
2003,7,"PEIO2OCD","4","868"
2003,8,"PEIO2OCD","4","868"
2003,9,"PEIO2OCD","4","868"
2003,10,"PEIO2OCD","4","868"
2003,11,"PEIO2OCD","4","868"
2003,12,"PEIO2OCD","4","868"
2004,1,"PEIO2OCD","4","868"
