"city","year","births","deaths","domesticmig","internationalmig","naturalinc","netmig","npopchg_","popestimate","residual","msa_code"
"Raleigh-Cary NC",2007,16480,5291,31473,3741,11189,35214,46846,1043961,443,39580
"Raleigh-Cary NC",2008,17175,5570,29268,3766,11605,33034,44804,1088765,165,39580
"Rapid City SD",2000,431,214,-77,48,217,-29,189,113007,1,39660
"Rapid City SD",2001,1770,822,288,48,948,336,1171,114178,-113,39660
"Rapid City SD",2002,1751,834,366,-100,917,266,1067,115245,-116,39660
"Rapid City SD",2003,1824,946,279,-373,878,-94,629,115874,-155,39660
"Rapid City SD",2004,1914,866,468,240,1048,708,1669,117543,-87,39660
"Rapid City SD",2005,1909,920,-421,23,989,-398,488,118031,-103,39660
"Rapid City SD",2006,1917,890,-196,140,1027,-56,914,118945,-57,39660
"Rapid City SD",2007,2025,815,84,10,1210,94,1342,120287,38,39660
"Rapid City SD",2008,1984,863,996,57,1121,1053,2235,122522,61,39660
"Reading PA",2000,1193,854,323,169,339,492,859,374497,28,39740
"Reading PA",2001,4704,3712,1280,633,992,1913,2571,377068,-334,39740
"Reading PA",2002,4668,3571,1989,599,1097,2588,3379,380447,-306,39740
"Reading PA",2003,4738,3655,2579,531,1083,3110,3838,384285,-355,39740
"Reading PA",2004,5018,3575,2929,525,1443,3454,4550,388835,-347,39740
"Reading PA",2005,4999,3606,2931,531,1393,3462,4470,393305,-385,39740
"Reading PA",2006,5060,3468,2890,761,1592,3651,5048,398353,-195,39740
"Reading PA",2007,5244,3640,767,656,1604,1423,3126,401479,99,39740
"Reading PA",2008,5322,3612,-462,657,1710,195,2116,403595,211,39740
"Redding CA",2000,473,399,427,29,74,456,526,163782,-4,39820
"Redding CA",2001,1850,1751,3063,129,99,3192,3180,166962,-111,39820
"Redding CA",2002,1995,1841,3969,122,154,4091,4167,171129,-78,39820
"Redding CA",2003,1959,1839,3099,96,120,3195,3277,174406,-38,39820
"Redding CA",2004,2091,1844,1874,102,247,1976,2060,176466,-163,39820
"Redding CA",2005,2092,1924,981,101,168,1082,1075,177541,-175,39820
"Redding CA",2006,2135,1947,502,103,188,605,711,178252,-82,39820
"Redding CA",2007,2264,1920,351,91,344,442,816,179068,30,39820
"Redding CA",2008,2328,1820,497,94,508,591,1146,180214,47,39820
"Reno-Sparks NV",2000,1251,612,756,491,639,1247,1893,344778,7,39900
"Reno-Sparks NV",2001,5072,2594,6125,1872,2478,7997,10228,355006,-247,39900
"Reno-Sparks NV",2002,5172,2758,5936,1748,2414,7684,9871,364877,-227,39900
"Reno-Sparks NV",2003,5413,2841,5409,1525,2572,6934,9289,374166,-217,39900
"Reno-Sparks NV",2004,5457,2881,6502,1428,2576,7930,10076,384242,-430,39900
"Reno-Sparks NV",2005,5535,2991,5799,1488,2544,7287,9504,393746,-327,39900
"Reno-Sparks NV",2006,5953,2969,3128,1494,2984,4622,7390,401136,-216,39900
"Reno-Sparks NV",2007,6056,3127,3494,1361,2929,4855,7751,408887,-33,39900
"Reno-Sparks NV",2008,6047,3201,1629,1365,2846,2994,5897,414784,57,39900
"Richmond VA",2000,3649,2243,1240,574,1406,1814,3179,1100126,-41,40060
"Richmond VA",2001,14918,9718,4538,2048,5200,6586,10753,1110879,-1033,40060
"Richmond VA",2002,14726,9567,8124,1629,5159,9753,14088,1124967,-824,40060
"Richmond VA",2003,14831,9722,8622,805,5109,9427,13777,1138744,-759,40060
"Richmond VA",2004,15291,9897,9189,1975,5394,11164,15369,1154113,-1189,40060
"Richmond VA",2005,15569,9894,12689,1581,5675,14270,18978,1173091,-967,40060
"Richmond VA",2006,15945,9684,13292,1857,6261,15149,20784,1193875,-626,40060
"Richmond VA",2007,16269,9809,9497,1466,6460,10963,17226,1211101,-197,40060
"Richmond VA",2008,16791,10169,6562,1545,6622,8107,14525,1225626,-204,40060
"Riverside-San Bernardino-Ontario CA",2000,12816,5373,11688,4059,7443,15747,23135,3277952,-55,40140
"Riverside-San Bernardino-Ontario CA",2001,54032,23961,57212,14982,30071,72194,100121,3378073,-2144,40140
"Riverside-San Bernardino-Ontario CA",2002,55074,24581,66484,13310,30493,79794,108758,3486831,-1529,40140
"Riverside-San Bernardino-Ontario CA",2003,58290,24816,85910,9762,33474,95672,130299,3617130,1153,40140
"Riverside-San Bernardino-Ontario CA",2004,59701,25984,95221,12487,33717,107708,135951,3753081,-5474,40140
"Riverside-San Bernardino-Ontario CA",2005,62988,25383,72502,11908,37605,84410,118510,3871591,-3505,40140
"Riverside-San Bernardino-Ontario CA",2006,66345,26778,61177,12380,39567,73557,110921,3982512,-2203,40140
"Riverside-San Bernardino-Ontario CA",2007,70117,26657,29715,10561,43460,40276,84061,4066573,325,40140
"Riverside-San Bernardino-Ontario CA",2008,72512,26982,-7608,10992,45530,3384,49298,4115871,384,40140
"Roanoke VA",2000,844,728,18,66,116,84,193,288442,-7,40220
"Roanoke VA",2001,3317,3202,-26,331,115,305,149,288591,-271,40220
"Roanoke VA",2002,3381,3209,-160,313,172,153,105,288696,-220,40220
"Roanoke VA",2003,3205,3136,557,257,69,814,630,289326,-253,40220
"Roanoke VA",2004,3380,3123,566,280,257,846,846,290172,-257,40220
"Roanoke VA",2005,3357,3166,1421,274,191,1695,1638,291810,-248,40220
"Roanoke VA",2006,3463,3307,2077,286,156,2363,2371,294181,-148,40220
"Roanoke VA",2007,3555,3219,1644,257,336,1901,2174,296355,-63,40220
"Roanoke VA",2008,3584,3189,1209,256,395,1465,1753,298108,-107,40220
"Rochester MN",2000,621,239,211,171,382,382,773,164390,9,40340
"Rochester MN",2001,2385,1068,370,720,1317,1090,2235,166625,-172,40340
"Rochester MN",2002,2519,1101,838,672,1418,1510,2780,169405,-148,40340
"Rochester MN",2003,2569,1138,518,579,1431,1097,2305,171710,-223,40340
"Rochester MN",2004,2667,1118,359,536,1549,895,2317,174027,-127,40340
"Rochester MN",2005,2728,1111,-106,558,1617,452,1902,175929,-167,40340
"Rochester MN",2006,2792,1130,306,556,1662,862,2432,178361,-92,40340
"Rochester MN",2007,2732,1163,-143,501,1569,358,1944,180305,17,40340
"Rochester MN",2008,2831,1168,391,498,1663,889,2619,182924,67,40340
"Rochester NY",2000,3343,2127,2194,525,1216,2719,3969,1041805,34,40380
"Rochester NY",2001,12637,8988,-5165,1985,3649,-3180,-422,1041383,-891,40380
"Rochester NY",2002,12246,8864,-4396,1874,3382,-2522,8,1041391,-852,40380
"Rochester NY",2003,12357,8898,-5056,1632,3459,-3424,-1132,1040259,-1167,40380
"Rochester NY",2004,12157,9049,-5104,1536,3108,-3568,-1286,1038973,-826,40380
"Rochester NY",2005,11701,9035,-7550,1603,2666,-5947,-4201,1034772,-920,40380
"Rochester NY",2006,11972,8498,-6773,1831,3474,-4942,-1915,1032857,-447,40380
"Rochester NY",2007,12125,8891,-5508,1615,3234,-3893,-369,1032488,290,40380
"Rochester NY",2008,12103,8808,-3750,1628,3295,-2122,1602,1034090,429,40380
"Rockford IL",2000,1155,618,-24,267,537,243,797,321003,17,40420
"Rockford IL",2001,4499,2778,-275,998,1721,723,2930,323933,486,40420
"Rockford IL",2002,4620,2813,-12,934,1807,922,3108,327041,379,40420
"Rockford IL",2003,4646,2831,1319,830,1815,2149,4212,331253,248,40420
"Rockford IL",2004,4612,2815,517,760,1797,1277,3520,334773,446,40420
"Rockford IL",2005,4655,2938,1488,815,1717,2303,4421,339194,401,40420
"Rockford IL",2006,4753,2829,2736,809,1924,3545,5440,344634,-29,40420
"Rockford IL",2007,4946,2838,3703,728,2108,4431,6626,351260,87,40420
"Rockford IL",2008,5197,2903,-41,732,2294,691,3134,354394,149,40420
"Rocky Mount NC",2000,504,342,-145,48,162,-97,52,143043,-13,40580
"Rocky Mount NC",2001,2090,1506,-336,216,584,-120,258,143301,-206,40580
"Rocky Mount NC",2002,2039,1526,-524,201,513,-323,6,143307,-184,40580
"Rocky Mount NC",2003,1892,1473,-246,155,419,-91,103,143410,-225,40580
"Rocky Mount NC",2004,1934,1491,-205,171,443,-34,263,143673,-146,40580
"Rocky Mount NC",2005,1999,1568,-410,170,431,-240,131,143804,-60,40580
"Rocky Mount NC",2006,1874,1476,50,174,398,224,571,144375,-51,40580
"Rocky Mount NC",2007,2057,1499,296,152,558,448,958,145333,-48,40580
"Rocky Mount NC",2008,2096,1515,365,157,581,522,1023,146356,-80,40580
"Rome GA",2000,314,235,83,63,79,146,231,90796,6,40660
"Rome GA",2001,1390,979,-227,251,411,24,340,91136,-95,40660
"Rome GA",2002,1326,973,946,241,353,1187,1443,92579,-97,40660
"Rome GA",2003,1450,1032,334,217,418,551,863,93442,-106,40660
"Rome GA",2004,1403,998,-121,203,405,82,423,93865,-64,40660
"Rome GA",2005,1326,960,-160,212,366,52,328,94193,-90,40660
"Rome GA",2006,1461,985,173,211,476,384,813,95006,-47,40660
"Rome GA",2007,1479,1002,-295,196,477,-99,358,95364,-20,40660
"Rome GA",2008,1432,1009,-41,198,423,157,616,95980,36,40660
"Sacramento--Arden-Arcade--Roseville CA",2000,6148,3065,6089,2548,3083,8637,11648,1808500,-72,40900
"Sacramento--Arden-Arcade--Roseville CA",2001,25665,13602,37274,9736,12063,47010,57908,1866408,-1165,40900
"Sacramento--Arden-Arcade--Roseville CA",2002,26639,14093,35844,9062,12546,44906,56552,1922960,-900,40900
"Sacramento--Arden-Arcade--Roseville CA",2003,27545,14079,25874,7736,13466,33610,45942,1968902,-1134,40900
"Sacramento--Arden-Arcade--Roseville CA",2004,28457,14444,18293,7501,14013,25794,37967,2006869,-1840,40900
"Sacramento--Arden-Arcade--Roseville CA",2005,29219,14465,4757,7735,14754,12492,25517,2032386,-1729,40900
"Sacramento--Arden-Arcade--Roseville CA",2006,30037,14936,1779,7769,15101,9548,23603,2055989,-1046,40900
"Sacramento--Arden-Arcade--Roseville CA",2007,30784,15081,3757,6967,15703,10724,26197,2082186,-230,40900
"Sacramento--Arden-Arcade--Roseville CA",2008,31392,15146,4524,7038,16246,11562,27646,2109832,-162,40900
"Saginaw-Saginaw Township North MI",2000,707,476,-388,30,231,-358,-116,209926,11,40980
"Saginaw-Saginaw Township North MI",2001,2753,2091,-1211,157,662,-1054,-575,209351,-183,40980
"Saginaw-Saginaw Township North MI",2002,2802,2079,-1010,152,723,-858,-309,209042,-174,40980
"Saginaw-Saginaw Township North MI",2003,2639,2025,-1389,125,614,-1264,-866,208176,-216,40980
"Saginaw-Saginaw Township North MI",2004,2655,2009,-997,123,646,-874,-392,207784,-164,40980
"Saginaw-Saginaw Township North MI",2005,2629,2133,-1761,126,496,-1635,-1327,206457,-188,40980
"Saginaw-Saginaw Township North MI",2006,2632,2097,-2177,129,535,-2048,-1595,204862,-82,40980
"Saginaw-Saginaw Township North MI",2007,2552,2099,-3282,111,453,-3171,-2590,202272,128,40980
"Saginaw-Saginaw Township North MI",2008,2569,1992,-2288,111,577,-2177,-1527,200745,73,40980
"Salem OR",2000,1342,764,-95,499,578,404,999,348216,17,41420
"Salem OR",2001,5222,2926,433,1966,2296,2399,4352,352568,-343,41420
"Salem OR",2002,5284,3089,2043,1844,2195,3887,5781,358349,-301,41420
"Salem OR",2003,5282,3042,843,1618,2240,2461,4216,362565,-485,41420
"Salem OR",2004,5480,3149,610,1480,2331,2090,4115,366680,-306,41420
"Salem OR",2005,5485,2966,1319,1571,2519,2890,5099,371779,-310,41420
"Salem OR",2006,5688,2919,2692,1565,2769,4257,6820,378599,-206,41420
"Salem OR",2007,5933,2917,2160,1405,3016,3565,6509,385108,-72,41420
"Salem OR",2008,6102,3031,2123,1406,3071,3529,6572,391680,-28,41420
"Salinas CA",2000,1703,585,-948,1151,1118,203,1334,403095,13,41500
"Salinas CA",2001,7003,2475,-4114,4167,4528,53,4255,407350,-326,41500
"Salinas CA",2002,7257,2349,-5872,3682,4908,-2190,2460,409810,-258,41500
"Salinas CA",2003,7304,2415,-5704,2663,4889,-3041,1575,411385,-273,41500
"Salinas CA",2004,7394,2452,-9122,3552,4942,-5570,-1162,410223,-534,41500
"Salinas CA",2005,7499,2300,-11604,3342,5199,-8262,-3336,406887,-273,41500
"Salinas CA",2006,7429,2384,-11324,3475,5045,-7849,-2965,403922,-161,41500
"Salinas CA",2007,7426,2360,-7305,2965,5066,-4340,724,404646,-2,41500
"Salinas CA",2008,7451,2320,-4485,3098,5131,-1387,3592,408238,-152,41500
"Salisbury MD",2000,370,262,37,39,108,76,191,109582,7,41540
"Salisbury MD",2001,1417,1072,419,185,345,604,849,110431,-100,41540
"Salisbury MD",2002,1373,1057,492,174,316,666,878,111309,-104,41540
"Salisbury MD",2003,1408,1076,987,132,332,1119,1350,112659,-101,41540
"Salisbury MD",2004,1445,1144,1148,152,301,1300,1495,114154,-106,41540
"Salisbury MD",2005,1482,1081,1247,147,401,1394,1706,115860,-89,41540
"Salisbury MD",2006,1512,1082,1488,158,430,1646,2011,117871,-65,41540
"Salisbury MD",2007,1636,1174,952,133,462,1085,1494,119365,-53,41540
"Salisbury MD",2008,1646,1152,219,134,494,353,800,120165,-47,41540
"Salt Lake City UT",2000,5133,1277,-1663,1504,3856,-159,3723,972606,26,41620
"Salt Lake City UT",2001,19777,5451,-7345,6110,14326,-1235,16294,988900,3203,41620
"Salt Lake City UT",2002,19550,5586,-9342,5706,13964,-3636,12978,1001878,2650,41620
"Salt Lake City UT",2003,20129,5538,-10140,4936,14591,-5204,14858,1016736,5471,41620
"Salt Lake City UT",2004,20182,5713,-6322,4618,14469,-1704,14570,1031306,1805,41620
"Salt Lake City UT",2005,19885,5595,-2146,4797,14290,2651,14599,1045905,-2342,41620
"Salt Lake City UT",2006,20517,5593,2296,4816,14924,7112,28349,1074254,6313,41620
"Salt Lake City UT",2007,21084,5523,1301,4355,15561,5656,21108,1095362,-109,41620
"Salt Lake City UT",2008,21283,5741,243,4369,15542,4612,20330,1115692,176,41620
"San Angelo TX",2000,403,221,-218,67,182,-151,29,105810,-2,41660
"San Angelo TX",2001,1613,1044,-842,91,569,-751,-270,105540,-88,41660
"San Angelo TX",2002,1527,1027,-133,-50,500,-183,220,105760,-97,41660
"San Angelo TX",2003,1659,974,418,-360,685,58,612,106372,-131,41660
"San Angelo TX",2004,1584,1027,-632,281,557,-351,120,106492,-86,41660
"San Angelo TX",2005,1609,1004,-416,67,605,-349,153,106645,-103,41660
"San Angelo TX",2006,1605,973,115,175,632,290,870,107515,-52,41660
"San Angelo TX",2007,1719,972,41,40,747,81,836,108351,8,41660
"San Angelo TX",2008,1732,983,337,98,749,435,1212,109563,28,41660
"San Antonio TX",2000,6875,2989,1902,1663,3886,3565,7553,1719270,102,41700
"San Antonio TX",2001,28484,12730,5651,4803,15754,10454,24600,1743870,-1608,41700
"San Antonio TX",2002,28465,12901,16252,3176,15564,19428,33705,1777575,-1287,41700
"San Antonio TX",2003,29393,13083,16578,-354,16310,16224,31086,1808661,-1448,41700
"San Antonio TX",2004,30078,13232,15025,5727,16846,20752,35943,1844604,-1655,41700
"San Antonio TX",2005,30304,13397,15605,3761,16907,19366,34525,1879129,-1748,41700
"San Antonio TX",2006,31015,13382,31421,4857,17633,36278,52865,1931994,-1046,41700
"San Antonio TX",2007,32316,13885,30910,3211,18431,34121,52927,1984921,375,41700
"San Antonio TX",2008,33813,14144,22791,3796,19669,26587,46524,2031445,268,41700
"San Diego-Carlsbad-San Marcos CA",2000,10635,4596,-490,5744,6039,5254,11561,2825395,268,41740
"San Diego-Carlsbad-San Marcos CA",2001,44094,19886,6446,16254,24208,22700,44235,2869630,-2673,41740
"San Diego-Carlsbad-San Marcos CA",2002,43809,19634,3674,10909,24175,14583,35979,2905609,-2779,41740
"San Diego-Carlsbad-San Marcos CA",2003,44948,19442,1133,-591,25506,542,21702,2927311,-4346,41740
"San Diego-Carlsbad-San Marcos CA",2004,45221,20463,-38101,19083,24758,-19018,2742,2930053,-2998,41740
"San Diego-Carlsbad-San Marcos CA",2005,46090,19120,-36060,13251,26970,-22809,1636,2931689,-2525,41740
"San Diego-Carlsbad-San Marcos CA",2006,46298,19903,-35785,16007,26395,-19778,5334,2937023,-1283,41740
"San Diego-Carlsbad-San Marcos CA",2007,47001,19553,-15553,10750,27448,-4803,22711,2959734,66,41740
"San Diego-Carlsbad-San Marcos CA",2008,47565,19962,420,12987,27603,13407,41338,3001072,328,41740
"San Francisco-Oakland-Fremont CA",2000,14106,6986,-3531,9792,7120,6261,13524,4137271,143,41860
"San Francisco-Oakland-Fremont CA",2001,57443,30174,-24917,38223,27269,13306,44008,4181279,3433,41860
"San Francisco-Oakland-Fremont CA",2002,56482,29736,-79116,35981,26746,-43135,-12718,4168561,3671,41860
"San Francisco-Oakland-Fremont CA",2003,56724,29365,-74174,31542,27359,-42632,-10959,4157602,4314,41860
"San Francisco-Oakland-Fremont CA",2004,55869,28955,-64659,28792,26914,-35867,-7982,4149620,971,41860
"San Francisco-Oakland-Fremont CA",2005,55305,28401,-51236,30288,26904,-20948,7983,4157603,2027,41860
"San Francisco-Oakland-Fremont CA",2006,55505,28827,-40504,30138,26678,-10366,20008,4177611,3696,41860
"San Francisco-Oakland-Fremont CA",2007,55251,29082,-20536,27434,26169,6898,38514,4216125,5447,41860
"San Francisco-Oakland-Fremont CA",2008,54818,29660,5506,27504,25158,33010,58406,4274531,238,41860
"San Jose-Sunnyvale-Santa Clara CA",2000,6985,2170,-6862,6282,4815,-580,4159,1739977,-76,41940
"San Jose-Sunnyvale-Santa Clara CA",2001,28637,9216,-36884,24902,19421,-11982,6376,1746353,-1063,41940
"San Jose-Sunnyvale-Santa Clara CA",2002,27847,8862,-58476,23519,18985,-34957,-15944,1730409,28,41940
"San Jose-Sunnyvale-Santa Clara CA",2003,28103,9028,-44179,20648,19075,-23531,-4028,1726381,428,41940
"San Jose-Sunnyvale-Santa Clara CA",2004,27694,8799,-33479,18688,18895,-14791,1999,1728380,-2105,41940
"San Jose-Sunnyvale-Santa Clara CA",2005,27291,8866,-22154,19728,18425,-2426,14503,1742883,-1496,41940
"San Jose-Sunnyvale-Santa Clara CA",2006,27618,9196,-17797,19610,18422,1813,19375,1762258,-860,41940
"San Jose-Sunnyvale-Santa Clara CA",2007,27671,9373,-11903,17882,18298,5979,24097,1786355,-180,41940
"San Jose-Sunnyvale-Santa Clara CA",2008,27477,9468,-2625,17905,18009,15280,32843,1819198,-446,41940
"San Luis Obispo-Paso Robles CA",2000,630,443,840,168,187,1008,1195,247876,0,42020
"San Luis Obispo-Paso Robles CA",2001,2450,2082,2846,604,368,3450,3649,251525,-169,42020
"San Luis Obispo-Paso Robles CA",2002,2331,2010,796,563,321,1359,1460,252985,-220,42020
"San Luis Obispo-Paso Robles CA",2003,2572,2054,695,473,518,1168,1368,254353,-318,42020
"San Luis Obispo-Paso Robles CA",2004,2677,2102,1050,475,575,1525,1897,256250,-203,42020
"San Luis Obispo-Paso Robles CA",2005,2648,1914,552,492,734,1044,1529,257779,-249,42020
"San Luis Obispo-Paso Robles CA",2006,2686,2175,993,492,511,1485,1871,259650,-125,42020
"San Luis Obispo-Paso Robles CA",2007,2868,2125,867,431,743,1298,2116,261766,75,42020
"San Luis Obispo-Paso Robles CA",2008,3039,2098,2002,439,941,2441,3531,265297,149,42020
"Sandusky OH",2000,251,190,-13,6,61,-7,54,79605,0,41780
"Sandusky OH",2001,924,790,-473,26,134,-447,-377,79228,-64,41780
"Sandusky OH",2002,922,862,-614,25,60,-589,-585,78643,-56,41780
"Sandusky OH",2003,932,799,-231,20,133,-211,-171,78472,-93,41780
"Sandusky OH",2004,945,824,-190,21,121,-169,-107,78365,-59,41780
"Sandusky OH",2005,869,873,-528,22,-4,-506,-579,77786,-69,41780
"Sandusky OH",2006,804,773,-384,23,31,-361,-363,77423,-33,41780
"Sandusky OH",2007,886,863,-322,17,23,-305,-261,77162,21,41780
"Sandusky OH",2008,911,838,-247,17,73,-230,-100,77062,57,41780
"Santa Barbara-Santa Maria-Goleta CA",2000,1417,681,-1029,760,736,-269,470,399826,3,42060
"Santa Barbara-Santa Maria-Goleta CA",2001,5713,2888,-3431,2776,2825,-655,1864,401690,-306,42060
"Santa Barbara-Santa Maria-Goleta CA",2002,5638,2975,-4028,2489,2663,-1539,839,402529,-285,42060
"Santa Barbara-Santa Maria-Goleta CA",2003,5724,2865,-3823,1902,2859,-1921,554,403083,-384,42060
"Santa Barbara-Santa Maria-Goleta CA",2004,5962,2916,-5851,2276,3046,-3575,-955,402128,-426,42060
"Santa Barbara-Santa Maria-Goleta CA",2005,6315,2957,-5793,2211,3358,-3582,-552,401576,-328,42060
"Santa Barbara-Santa Maria-Goleta CA",2006,6195,2889,-6589,2274,3306,-4315,-1183,400393,-174,42060
"Santa Barbara-Santa Maria-Goleta CA",2007,6142,2818,-3549,1970,3324,-1579,1699,402092,-46,42060
"Santa Barbara-Santa Maria-Goleta CA",2008,6312,2892,-2115,2037,3420,-78,3304,405396,-38,42060
"Santa Cruz-Watsonville CA",2000,861,389,-606,387,472,-219,250,255850,-3,42100
"Santa Cruz-Watsonville CA",2001,3509,1696,-3200,1498,1813,-1702,-96,255754,-207,42100
"Santa Cruz-Watsonville CA",2002,3459,1677,-4910,1410,1782,-3500,-1837,253917,-119,42100
"Santa Cruz-Watsonville CA",2003,3291,1691,-4812,1250,1600,-3562,-2018,251899,-56,42100
"Santa Cruz-Watsonville CA",2004,3489,1678,-3655,1124,1811,-2531,-994,250905,-274,42100
"Santa Cruz-Watsonville CA",2005,3418,1571,-4122,1182,1847,-2940,-1302,249603,-209,42100
"Santa Cruz-Watsonville CA",2006,3460,1567,-2922,1176,1893,-1746,40,249643,-107,42100
"Santa Cruz-Watsonville CA",2007,3517,1602,-2029,1082,1915,-947,1012,250655,44,42100
"Santa Cruz-Watsonville CA",2008,3461,1636,-481,1084,1825,603,2482,253137,54,42100
"Santa Fe NM",2000,400,172,105,184,228,289,527,129822,10,42140
"Santa Fe NM",2001,1611,785,299,740,826,1039,1741,131563,-124,42140
"Santa Fe NM",2002,1529,802,1492,698,727,2190,2827,134390,-90,42140
"Santa Fe NM",2003,1667,840,615,611,827,1226,1885,136275,-168,42140
"Santa Fe NM",2004,1634,868,250,568,766,818,1492,137767,-92,42140
"Santa Fe NM",2005,1614,845,183,592,769,775,1423,139190,-121,42140
"Santa Fe NM",2006,1690,892,137,595,798,732,1458,140648,-72,42140
"Santa Fe NM",2007,1656,956,511,537,700,1048,1721,142369,-27,42140
"Santa Fe NM",2008,1677,969,273,540,708,813,1568,143937,47,42140
"Santa Rosa-Petaluma CA",2000,1446,857,528,668,589,1196,1809,460425,24,42220
"Santa Rosa-Petaluma CA",2001,5648,3932,490,2447,1716,2937,4183,464608,-470,42220
"Santa Rosa-Petaluma CA",2002,5708,3926,-4435,2276,1782,-2159,-706,463902,-329,42220
"Santa Rosa-Petaluma CA",2003,5806,3809,-3128,1921,1997,-1207,320,464222,-470,42220
"Santa Rosa-Petaluma CA",2004,5910,3874,-3805,1875,2036,-1930,-307,463915,-413,42220
"Santa Rosa-Petaluma CA",2005,5746,3645,-5249,1938,2101,-3311,-1616,462299,-406,42220
"Santa Rosa-Petaluma CA",2006,5774,3773,-5097,1942,2001,-3155,-1352,460947,-198,42220
"Santa Rosa-Petaluma CA",2007,5879,3730,-2669,1743,2149,-926,1343,462290,120,42220
"Santa Rosa-Petaluma CA",2008,5948,3766,291,1763,2182,2054,4451,466741,215,42220
"Savannah GA",2000,1021,607,-240,191,414,-49,358,293660,-7,42340
"Savannah GA",2001,4518,2753,1383,445,1765,1828,3333,296993,-260,42340
"Savannah GA",2002,4459,2649,2840,190,1810,3030,4632,301625,-208,42340
"Savannah GA",2003,4596,2668,2039,-352,1928,1687,3309,304934,-306,42340
"Savannah GA",2004,4715,2796,3052,684,1919,3736,5356,310290,-299,42340
"Savannah GA",2005,4863,2689,1663,341,2174,2004,3888,314178,-290,42340
"Savannah GA",2006,4931,2698,4402,539,2233,4941,7007,321185,-167,42340
"Savannah GA",2007,5223,2734,5242,291,2489,5533,8122,329307,100,42340
"Savannah GA",2008,5340,2756,2018,382,2584,2400,5046,334353,62,42340
"Scranton--Wilkes-Barre PA",2000,1337,1787,-724,50,-450,-674,-1117,559514,7,42540
"Scranton--Wilkes-Barre PA",2001,5562,7602,-1649,295,-2040,-1354,-3919,555595,-525,42540
"Scranton--Wilkes-Barre PA",2002,5379,7617,-760,279,-2238,-481,-3247,552348,-528,42540
"Scranton--Wilkes-Barre PA",2003,5457,7514,542,209,-2057,751,-2029,550319,-723,42540
"Scranton--Wilkes-Barre PA",2004,5571,7693,761,250,-2122,1011,-1504,548815,-393,42540
"Scranton--Wilkes-Barre PA",2005,5712,7302,1343,236,-1590,1579,-559,548256,-548,42540
"Scranton--Wilkes-Barre PA",2006,5704,7184,1236,266,-1480,1502,-225,548031,-247,42540
"Scranton--Wilkes-Barre PA",2007,5903,7059,1793,218,-1156,2011,1021,549052,166,42540
"Scranton--Wilkes-Barre PA",2008,5955,7023,608,220,-1068,828,98,549150,338,42540
"Seattle-Tacoma-Bellevue WA",2000,10587,4907,-1672,4495,5680,2823,8598,3052495,95,42660
"Seattle-Tacoma-Bellevue WA",2001,41004,20888,4962,16244,20116,21206,41664,3094159,342,42660
"Seattle-Tacoma-Bellevue WA",2002,40406,20998,-7177,14142,19408,6965,26652,3120811,279,42660
"Seattle-Tacoma-Bellevue WA",2003,40491,21080,-12931,10029,19411,-2902,16154,3136965,-355,42660
"Seattle-Tacoma-Bellevue WA",2004,41770,21082,-10269,13762,20688,3493,23572,3160537,-609,42660
"Seattle-Tacoma-Bellevue WA",2005,41640,21222,5125,12705,20418,17830,36833,3197370,-1415,42660
"Seattle-Tacoma-Bellevue WA",2006,43358,20798,21252,13513,22560,34765,56607,3253977,-718,42660
"Seattle-Tacoma-Bellevue WA",2007,43887,21695,10281,11409,22192,21690,44248,3298225,366,42660
"Seattle-Tacoma-Bellevue WA",2008,43417,21886,11869,11866,21531,23735,46588,3344813,1322,42660
"Sebastian-Vero Beach FL",2000,257,351,460,72,-94,532,433,113376,-5,42680
"Sebastian-Vero Beach FL",2001,1097,1570,2124,311,-473,2435,1911,115287,-51,42680
"Sebastian-Vero Beach FL",2002,1117,1614,2691,290,-497,2981,2459,117746,-25,42680
"Sebastian-Vero Beach FL",2003,1152,1597,2199,232,-445,2431,1994,119740,8,42680
"Sebastian-Vero Beach FL",2004,1212,1843,4846,231,-631,5077,4219,123959,-227,42680
"Sebastian-Vero Beach FL",2005,1281,1859,3084,234,-578,3318,2619,126578,-121,42680
"Sebastian-Vero Beach FL",2006,1409,1633,2781,236,-224,3017,2722,129300,-71,42680
"Sebastian-Vero Beach FL",2007,1435,1690,2155,217,-255,2372,2146,131446,29,42680
"Sebastian-Vero Beach FL",2008,1531,1685,779,218,-154,997,869,132315,26,42680
"Sheboygan WI",2000,236,242,42,45,-6,87,89,112745,8,43100
"Sheboygan WI",2001,1106,1068,33,170,38,203,127,112872,-114,43100
"Sheboygan WI",2002,1389,1053,-317,164,336,-153,82,112954,-101,43100
"Sheboygan WI",2003,1366,1035,-332,146,331,-186,0,112954,-145,43100
"Sheboygan WI",2004,1365,1050,-101,133,315,32,272,113226,-75,43100
"Sheboygan WI",2005,1442,1041,6,142,401,148,437,113663,-112,43100
"Sheboygan WI",2006,1448,1097,-206,143,351,-63,235,113898,-53,43100
"Sheboygan WI",2007,1442,1032,-235,125,410,-110,308,114206,8,43100
"Sheboygan WI",2008,1466,984,-300,124,482,-176,355,114561,49,43100
"Sherman-Denison TX",2000,393,301,237,66,92,303,391,110986,-4,43300
"Sherman-Denison TX",2001,1490,1298,1051,242,192,1293,1395,112381,-90,43300
"Sherman-Denison TX",2002,1636,1263,397,226,373,623,892,113273,-104,43300
