fips,Rent50_0,Rent50_1,Rent50_2,Rent50_3,Rent50_4,State,county,CouSub,pop2000,countyname,CBSASub,Areaname,state_alpha
1810399999,378,451,582,846,953,18,103,99999,36082,Miami County,NCNTY18103N18103,"Miami County, IN",IN
1810599999,490,579,693,1009,1173,18,105,99999,120563,Monroe County,METRO14020MM1020,"Bloomington, IN HUD Metro FMR Area",IN
1810799999,424,503,641,867,893,18,107,99999,37629,Montgomery County,NCNTY18107N18107,"Montgomery County, IN",IN
1810999999,559,650,776,1007,1086,18,109,99999,66689,Morgan County,METRO26900M26900,"Indianapolis, IN HUD Metro FMR Area",IN
1811199999,547,649,793,960,987,18,111,99999,14566,Newton County,METRO16980MM2960,"Gary, IN HUD Metro FMR Area",IN
1811399999,572,573,688,824,847,18,113,99999,46275,Noble County,NCNTY18113N18113,"Noble County, IN",IN
1811599999,509,598,777,1053,1113,18,115,99999,5623,Ohio County,METRO17140M17140,"Cincinnati-Middleton, OH-KY-IN HUD Metro FMR Area",IN
1811799999,360,421,555,699,747,18,117,99999,19306,Orange County,NCNTY18117N18117,"Orange County, IN",IN
1811999999,498,520,601,754,1054,18,119,99999,21786,Owen County,METRO14020N18119,"Owen County, IN HUD Metro FMR Area",IN
1812199999,494,497,595,719,940,18,121,99999,17241,Parke County,NCNTY18121N18121,"Parke County, IN",IN
1812399999,363,424,560,797,823,18,123,99999,18899,Perry County,NCNTY18123N18123,"Perry County, IN",IN
1812599999,390,447,585,754,845,18,125,99999,12837,Pike County,NCNTY18125N18125,"Pike County, IN",IN
1812799999,547,649,793,960,987,18,127,99999,146798,Porter County,METRO16980MM2960,"Gary, IN HUD Metro FMR Area",IN
1812999999,438,520,639,789,898,18,129,99999,27061,Posey County,METRO21780M21780,"Evansville, IN-KY HUD Metro FMR Area",IN
1813199999,511,512,617,798,824,18,131,99999,13755,Pulaski County,NCNTY18131N18131,"Pulaski County, IN",IN
1813399999,535,536,658,788,864,18,133,99999,36019,Putnam County,METRO26900N18133,"Putnam County, IN HUD Metro FMR Area",IN
1813599999,470,471,566,765,788,18,135,99999,27401,Randolph County,NCNTY18135N18135,"Randolph County, IN",IN
1813799999,552,554,668,798,977,18,137,99999,26523,Ripley County,NCNTY18137N18137,"Ripley County, IN",IN
1813999999,523,524,631,754,799,18,139,99999,18261,Rush County,NCNTY18139N18139,"Rush County, IN",IN
1814199999,542,602,732,934,963,18,141,99999,265559,St. Joseph County,METRO43780M43780,"South Bend-Mishawaka, IN HUD Metro FMR Area",IN
1814399999,420,534,632,837,894,18,143,99999,22960,Scott County,NCNTY18143N18143,"Scott County, IN",IN
1814599999,559,650,776,1007,1086,18,145,99999,43445,Shelby County,METRO26900M26900,"Indianapolis, IN HUD Metro FMR Area",IN
1814799999,390,447,585,754,845,18,147,99999,20391,Spencer County,NCNTY18147N18147,"Spencer County, IN",IN
1814999999,501,523,605,791,814,18,149,99999,23556,Starke County,NCNTY18149N18149,"Starke County, IN",IN
1815199999,486,568,746,893,920,18,151,99999,33214,Steuben County,NCNTY18151N18151,"Steuben County, IN",IN
1815399999,359,427,555,664,683,18,153,99999,21751,Sullivan County,METRO45460N18153,"Sullivan County, IN HUD Metro FMR Area",IN
1815599999,469,505,651,827,886,18,155,99999,9065,Switzerland County,NCNTY18155N18155,"Switzerland County, IN",IN
1815799999,534,638,791,1025,1313,18,157,99999,148955,Tippecanoe County,METRO29140M29140,"Lafayette, IN HUD Metro FMR Area",IN
1815999999,523,550,694,879,905,18,159,99999,16577,Tipton County,METRO29020M29020,"Kokomo, IN MSA",IN
1816199999,412,500,635,802,831,18,161,99999,7349,Union County,NCNTY18161N18161,"Union County, IN",IN
1816399999,438,520,639,789,898,18,163,99999,171922,Vanderburgh County,METRO21780M21780,"Evansville, IN-KY HUD Metro FMR Area",IN
1816599999,426,474,611,760,896,18,165,99999,16788,Vermillion County,METRO45460M45460,"Terre Haute, IN HUD Metro FMR Area",IN
1816799999,426,474,611,760,896,18,167,99999,105848,Vigo County,METRO45460M45460,"Terre Haute, IN HUD Metro FMR Area",IN
1816999999,412,458,603,753,848,18,169,99999,34960,Wabash County,NCNTY18169N18169,"Wabash County, IN",IN
1817199999,416,519,637,812,894,18,171,99999,8419,Warren County,NCNTY18171N18171,"Warren County, IN",IN
1817399999,438,520,639,789,898,18,173,99999,52383,Warrick County,METRO21780M21780,"Evansville, IN-KY HUD Metro FMR Area",IN
1817599999,429,484,587,751,919,18,175,99999,27223,Washington County,METRO31140N18175,"Washington County, IN HUD Metro FMR Area",IN
1817799999,427,488,618,820,878,18,177,99999,71097,Wayne County,NCNTY18177N18177,"Wayne County, IN",IN
1817999999,518,541,687,841,864,18,179,99999,27600,Wells County,METRO23060M23060,"Fort Wayne, IN MSA",IN
1818199999,443,612,679,812,1188,18,181,99999,25267,White County,NCNTY18181N18181,"White County, IN",IN
1818399999,518,541,687,841,864,18,183,99999,30707,Whitley County,METRO23060M23060,"Fort Wayne, IN MSA",IN
1900199999,380,427,554,680,777,19,1,99999,8243,Adair County,NCNTY19001N19001,"Adair County, IA",IA
1900399999,380,427,554,680,777,19,3,99999,4482,Adams County,NCNTY19003N19003,"Adams County, IA",IA
1900599999,367,417,527,674,778,19,5,99999,14675,Allamakee County,NCNTY19005N19005,"Allamakee County, IA",IA
1900799999,343,400,527,664,747,19,7,99999,13721,Appanoose County,NCNTY19007N19007,"Appanoose County, IA",IA
1900999999,436,436,527,674,711,19,9,99999,6830,Audubon County,NCNTY19009N19009,"Audubon County, IA",IA
1901199999,343,443,527,755,869,19,11,99999,25308,Benton County,METRO16300N19011,"Benton County, IA HUD Metro FMR Area",IA
1901399999,418,517,619,764,1076,19,13,99999,128012,Black Hawk County,METRO47940M47940,"Waterloo-Cedar Falls, IA HUD Metro FMR Area",IA
1901599999,438,511,672,839,932,19,15,99999,26224,Boone County,NCNTY19015N19015,"Boone County, IA",IA
1901799999,374,440,572,685,876,19,17,99999,23325,Bremer County,METRO47940N19017,"Bremer County, IA HUD Metro FMR Area",IA
1901999999,436,437,527,688,707,19,19,99999,21093,Buchanan County,NCNTY19019N19019,"Buchanan County, IA",IA
1902199999,418,484,566,678,754,19,21,99999,20411,Buena Vista County,NCNTY19021N19021,"Buena Vista County, IA",IA
1902399999,367,417,527,674,778,19,23,99999,15305,Butler County,NCNTY19023N19023,"Butler County, IA",IA
1902599999,413,418,542,701,723,19,25,99999,11115,Calhoun County,NCNTY19025N19025,"Calhoun County, IA",IA
1902799999,385,447,590,703,725,19,27,99999,21421,Carroll County,NCNTY19027N19027,"Carroll County, IA",IA
1902999999,424,524,652,835,884,19,29,99999,14684,Cass County,NCNTY19029N19029,"Cass County, IA",IA
1903199999,391,435,574,743,810,19,31,99999,18187,Cedar County,NCNTY19031N19031,"Cedar County, IA",IA
1903399999,407,461,607,768,816,19,33,99999,46447,Cerro Gordo County,NCNTY19033N19033,"Cerro Gordo County, IA",IA
1903599999,436,436,527,674,711,19,35,99999,13035,Cherokee County,NCNTY19035N19035,"Cherokee County, IA",IA
1903799999,367,417,527,674,778,19,37,99999,13095,Chickasaw County,NCNTY19037N19037,"Chickasaw County, IA",IA
1903999999,379,430,567,682,778,19,39,99999,9133,Clarke County,NCNTY19039N19039,"Clarke County, IA",IA
1904199999,343,399,527,642,784,19,41,99999,17372,Clay County,NCNTY19041N19041,"Clay County, IA",IA
1904399999,367,417,527,674,778,19,43,99999,18678,Clayton County,NCNTY19043N19043,"Clayton County, IA",IA
1904599999,369,419,551,699,867,19,45,99999,50149,Clinton County,NCNTY19045N19045,"Clinton County, IA",IA
1904799999,436,436,527,674,711,19,47,99999,16942,Crawford County,NCNTY19047N19047,"Crawford County, IA",IA
1904999999,534,636,770,991,1090,19,49,99999,40750,Dallas County,METRO19780M19780,"Des Moines-West Des Moines, IA MSA",IA
1905199999,380,427,554,680,777,19,51,99999,8541,Davis County,NCNTY19051N19051,"Davis County, IA",IA
1905399999,380,427,554,680,777,19,53,99999,8689,Decatur County,NCNTY19053N19053,"Decatur County, IA",IA
1905599999,391,435,574,743,810,19,55,99999,18404,Delaware County,NCNTY19055N19055,"Delaware County, IA",IA
1905799999,418,478,594,773,824,19,57,99999,42351,Des Moines County,NCNTY19057N19057,"Des Moines County, IA",IA
1905999999,350,452,541,737,951,19,59,99999,16424,Dickinson County,NCNTY19059N19059,"Dickinson County, IA",IA
1906199999,409,445,586,789,896,19,61,99999,89143,Dubuque County,METRO20220M20220,"Dubuque, IA MSA",IA
1906399999,400,400,527,654,745,19,63,99999,11027,Emmet County,NCNTY19063N19063,"Emmet County, IA",IA
1906599999,367,417,527,674,778,19,65,99999,22008,Fayette County,NCNTY19065N19065,"Fayette County, IA",IA
1906799999,363,401,527,683,703,19,67,99999,16900,Floyd County,NCNTY19067N19067,"Floyd County, IA",IA
1906999999,380,417,527,676,698,19,69,99999,10704,Franklin County,NCNTY19069N19069,"Franklin County, IA",IA
1907199999,424,524,652,835,884,19,71,99999,8010,Fremont County,NCNTY19071N19071,"Fremont County, IA",IA
1907399999,436,436,527,674,711,19,73,99999,10366,Greene County,NCNTY19073N19073,"Greene County, IA",IA
1907599999,418,517,619,764,1076,19,75,99999,12369,Grundy County,METRO47940M47940,"Waterloo-Cedar Falls, IA HUD Metro FMR Area",IA
1907799999,534,636,770,991,1090,19,77,99999,11353,Guthrie County,METRO19780M19780,"Des Moines-West Des Moines, IA MSA",IA
1907999999,412,429,564,699,720,19,79,99999,16438,Hamilton County,NCNTY19079N19079,"Hamilton County, IA",IA
1908199999,380,417,527,676,698,19,81,99999,12100,Hancock County,NCNTY19081N19081,"Hancock County, IA",IA
1908399999,484,487,582,698,825,19,83,99999,18812,Hardin County,NCNTY19083N19083,"Hardin County, IA",IA
1908599999,538,605,750,1024,1058,19,85,99999,15666,Harrison County,METRO36540M36540,"Omaha-Council Bluffs, NE-IA HUD Metro FMR Area",IA
1908799999,500,501,610,794,818,19,87,99999,20336,Henry County,NCNTY19087N19087,"Henry County, IA",IA
1908999999,367,417,527,674,778,19,89,99999,9932,Howard County,NCNTY19089N19089,"Howard County, IA",IA
1909199999,413,418,542,701,723,19,91,99999,10381,Humboldt County,NCNTY19091N19091,"Humboldt County, IA",IA
1909399999,436,436,527,674,711,19,93,99999,7837,Ida County,NCNTY19093N19093,"Ida County, IA",IA
1909599999,440,464,570,743,800,19,95,99999,15671,Iowa County,NCNTY19095N19095,"Iowa County, IA",IA
1909799999,391,439,574,743,810,19,97,99999,20296,Jackson County,NCNTY19097N19097,"Jackson County, IA",IA
1909999999,413,466,613,835,923,19,99,99999,37213,Jasper County,NCNTY19099N19099,"Jasper County, IA",IA
1910199999,443,467,567,684,875,19,101,99999,16181,Jefferson County,NCNTY19101N19101,"Jefferson County, IA",IA
1910399999,494,583,740,1078,1299,19,103,99999,111006,Johnson County,METRO26980MM3500,"Iowa City, IA HUD Metro FMR Area",IA
1910599999,440,441,530,740,762,19,105,99999,20221,Jones County,METRO16300N19105,"Jones County, IA HUD Metro FMR Area",IA
1910799999,380,427,554,680,777,19,107,99999,11400,Keokuk County,NCNTY19107N19107,"Keokuk County, IA",IA
1910999999,380,417,527,676,698,19,109,99999,17163,Kossuth County,NCNTY19109N19109,"Kossuth County, IA",IA
1911199999,384,449,555,703,723,19,111,99999,38052,Lee County,NCNTY19111N19111,"Lee County, IA",IA
1911399999,441,511,673,970,1181,19,113,99999,191701,Linn County,METRO16300M16300,"Cedar Rapids, IA HUD Metro FMR Area",IA
1911599999,424,481,594,775,808,19,115,99999,12183,Louisa County,NCNTY19115N19115,"Louisa County, IA",IA
1911799999,380,427,554,680,777,19,117,99999,9422,Lucas County,NCNTY19117N19117,"Lucas County, IA",IA
1911999999,400,400,527,654,745,19,119,99999,11763,Lyon County,NCNTY19119N19119,"Lyon County, IA",IA
1912199999,534,636,770,991,1090,19,121,99999,14019,Madison County,METRO19780M19780,"Des Moines-West Des Moines, IA MSA",IA
1912399999,505,506,608,727,900,19,123,99999,22335,Mahaska County,NCNTY19123N19123,"Mahaska County, IA",IA
1912599999,410,501,630,810,833,19,125,99999,32052,Marion County,NCNTY19125N19125,"Marion County, IA",IA
1912799999,413,495,619,782,884,19,127,99999,39311,Marshall County,NCNTY19127N19127,"Marshall County, IA",IA
1912999999,538,605,750,1024,1058,19,129,99999,14547,Mills County,METRO36540M36540,"Omaha-Council Bluffs, NE-IA HUD Metro FMR Area",IA
1913199999,380,417,527,676,698,19,131,99999,10874,Mitchell County,NCNTY19131N19131,"Mitchell County, IA",IA
1913399999,436,436,527,674,711,19,133,99999,10020,Monona County,NCNTY19133N19133,"Monona County, IA",IA
1913599999,380,427,554,680,777,19,135,99999,8016,Monroe County,NCNTY19135N19135,"Monroe County, IA",IA
1913799999,424,524,652,835,884,19,137,99999,11771,Montgomery County,NCNTY19137N19137,"Montgomery County, IA",IA
1913999999,430,515,644,817,931,19,139,99999,41722,Muscatine County,NCNTY19139N19139,"Muscatine County, IA",IA
1914199999,400,400,527,654,745,19,141,99999,15102,O'Brien County,NCNTY19141N19141,"O'Brien County, IA",IA
1914399999,400,400,527,654,745,19,143,99999,7003,Osceola County,NCNTY19143N19143,"Osceola County, IA",IA
1914599999,352,414,545,661,681,19,145,99999,16976,Page County,NCNTY19145N19145,"Page County, IA",IA
1914799999,400,400,527,654,745,19,147,99999,10147,Palo Alto County,NCNTY19147N19147,"Palo Alto County, IA",IA
1914999999,452,453,546,718,739,19,149,99999,24849,Plymouth County,NCNTY19149N19149,"Plymouth County, IA",IA
1915199999,413,418,542,701,723,19,151,99999,8662,Pocahontas County,NCNTY19151N19151,"Pocahontas County, IA",IA
1915399999,534,636,770,991,1090,19,153,99999,374601,Polk County,METRO19780M19780,"Des Moines-West Des Moines, IA MSA",IA
1915599999,538,605,750,1024,1058,19,155,99999,87704,Pottawattamie County,METRO36540M36540,"Omaha-Council Bluffs, NE-IA HUD Metro FMR Area",IA
1915799999,388,454,596,753,776,19,157,99999,18815,Poweshiek County,NCNTY19157N19157,"Poweshiek County, IA",IA
1915999999,380,427,554,680,777,19,159,99999,5469,Ringgold County,NCNTY19159N19159,"Ringgold County, IA",IA
1916199999,436,436,527,674,711,19,161,99999,11529,Sac County,NCNTY19161N19161,"Sac County, IA",IA
1916399999,488,538,677,875,947,19,163,99999,158668,Scott County,METRO19340M19340,"Davenport-Moline-Rock Island, IA-IL MSA",IA
1916599999,424,524,652,835,884,19,165,99999,13173,Shelby County,NCNTY19165N19165,"Shelby County, IA",IA
1916799999,411,453,527,723,744,19,167,99999,31589,Sioux County,NCNTY19167N19167,"Sioux County, IA",IA
1916999999,565,601,736,1074,1295,19,169,99999,79981,Story County,METRO11180M11180,"Ames, IA MSA",IA
1917199999,440,452,570,743,800,19,171,99999,18103,Tama County,NCNTY19171N19171,"Tama County, IA",IA
1917399999,380,427,554,680,777,19,173,99999,6958,Taylor County,NCNTY19173N19173,"Taylor County, IA",IA
1917599999,380,427,554,680,777,19,175,99999,12309,Union County,NCNTY19175N19175,"Union County, IA",IA
1917799999,380,427,554,680,777,19,177,99999,7809,Van Buren County,NCNTY19177N19177,"Van Buren County, IA",IA
1917999999,389,457,601,727,810,19,179,99999,36051,Wapello County,NCNTY19179N19179,"Wapello County, IA",IA
1918199999,534,636,770,991,1090,19,181,99999,40671,Warren County,METRO19780M19780,"Des Moines-West Des Moines, IA MSA",IA
1918399999,366,443,561,748,985,19,183,99999,20670,Washington County,METRO26980N19183,"Washington County, IA HUD Metro FMR Area",IA
1918599999,380,427,554,680,777,19,185,99999,6730,Wayne County,NCNTY19185N19185,"Wayne County, IA",IA
1918799999,409,430,566,781,806,19,187,99999,40235,Webster County,NCNTY19187N19187,"Webster County, IA",IA
1918999999,380,417,527,676,698,19,189,99999,11723,Winnebago County,NCNTY19189N19189,"Winnebago County, IA",IA
1919199999,342,464,527,723,928,19,191,99999,21310,Winneshiek County,NCNTY19191N19191,"Winneshiek County, IA",IA
1919399999,441,516,677,852,908,19,193,99999,103877,Woodbury County,METRO43580M43580,"Sioux City, IA-NE-SD MSA",IA
1919599999,380,417,527,676,698,19,195,99999,7909,Worth County,NCNTY19195N19195,"Worth County, IA",IA
1919799999,413,418,542,701,723,19,197,99999,14334,Wright County,NCNTY19197N19197,"Wright County, IA",IA
2000199999,381,440,525,678,723,20,1,99999,14385,Allen County,NCNTY20001N20001,"Allen County, KS",KS
2000399999,370,428,525,676,778,20,3,99999,8110,Anderson County,NCNTY20003N20003,"Anderson County, KS",KS
2000599999,435,486,610,877,1071,20,5,99999,16774,Atchison County,NCNTY20005N20005,"Atchison County, KS",KS
2000799999,377,403,525,685,815,20,7,99999,5307,Barber County,NCNTY20007N20007,"Barber County, KS",KS
2000999999,340,404,525,675,920,20,9,99999,28205,Barton County,NCNTY20009N20009,"Barton County, KS",KS
2001199999,359,410,525,714,782,20,11,99999,15379,Bourbon County,NCNTY20011N20011,"Bourbon County, KS",KS
2001399999,435,486,610,877,1071,20,13,99999,10724,Brown County,NCNTY20013N20013,"Brown County, KS",KS
2001599999,454,509,657,844,962,20,15,99999,59482,Butler County,METRO48620M48620,"Wichita, KS HUD Metro FMR Area",KS
2001799999,401,416,545,705,747,20,17,99999,3030,Chase County,NCNTY20017N20017,"Chase County, KS",KS
2001999999,370,428,525,676,778,20,19,99999,4359,Chautauqua County,NCNTY20019N20019,"Chautauqua County, KS",KS
2002199999,437,471,525,751,920,20,21,99999,22605,Cherokee County,NCNTY20021N20021,"Cherokee County, KS",KS
2002399999,384,406,536,684,703,20,23,99999,3165,Cheyenne County,NCNTY20023N20023,"Cheyenne County, KS",KS
2002599999,487,488,587,716,789,20,25,99999,2390,Clark County,NCNTY20025N20025,"Clark County, KS",KS
2002799999,446,481,588,799,1030,20,27,99999,8822,Clay County,NCNTY20027N20027,"Clay County, KS",KS
2002999999,431,457,569,750,775,20,29,99999,10268,Cloud County,NCNTY20029N20029,"Cloud County, KS",KS
2003199999,401,416,545,705,747,20,31,99999,8865,Coffey County,NCNTY20031N20031,"Coffey County, KS",KS
2003399999,377,403,525,685,815,20,33,99999,1967,Comanche County,NCNTY20033N20033,"Comanche County, KS",KS
2003599999,352,437,539,686,707,20,35,99999,36291,Cowley County,NCNTY20035N20035,"Cowley County, KS",KS
2003799999,393,460,605,812,923,20,37,99999,38242,Crawford County,NCNTY20037N20037,"Crawford County, KS",KS
2003999999,384,406,536,684,703,20,39,99999,3472,Decatur County,NCNTY20039N20039,"Decatur County, KS",KS
2004199999,342,398,525,636,751,20,41,99999,19344,Dickinson County,NCNTY20041N20041,"Dickinson County, KS",KS
2004399999,386,471,594,750,868,20,43,99999,8249,Doniphan County,METRO41140M41140,"St. Joseph, MO-KS MSA",KS
2004599999,535,562,726,1061,1276,20,45,99999,99962,Douglas County,METRO29940M29940,"Lawrence, KS MSA",KS
2004799999,377,403,525,685,815,20,47,99999,3449,Edwards County,NCNTY20047N20047,"Edwards County, KS",KS
2004999999,370,428,525,676,778,20,49,99999,3261,Elk County,NCNTY20049N20049,"Elk County, KS",KS
2005199999,387,446,588,816,990,20,51,99999,27507,Ellis County,NCNTY20051N20051,"Ellis County, KS",KS
2005399999,431,457,569,750,775,20,53,99999,6525,Ellsworth County,NCNTY20053N20053,"Ellsworth County, KS",KS
2005599999,515,516,623,771,943,20,55,99999,40523,Finney County,NCNTY20055N20055,"Finney County, KS",KS
2005799999,499,504,600,743,774,20,57,99999,32458,Ford County,NCNTY20057N20057,"Ford County, KS",KS
2005999999,518,519,623,803,905,20,59,99999,24784,Franklin County,METRO28140N20059,"Franklin County, KS HUD Metro FMR Area",KS
2006199999,384,471,577,785,818,20,61,99999,27947,Geary County,NCNTY20061N20061,"Geary County, KS",KS
2006399999,384,406,536,684,703,20,63,99999,3068,Gove County,NCNTY20063N20063,"Gove County, KS",KS
2006599999,384,406,536,684,703,20,65,99999,2946,Graham County,NCNTY20065N20065,"Graham County, KS",KS
2006799999,487,488,587,716,789,20,67,99999,7909,Grant County,NCNTY20067N20067,"Grant County, KS",KS
2006999999,487,488,587,716,789,20,69,99999,5904,Gray County,NCNTY20069N20069,"Gray County, KS",KS
2007199999,487,488,587,716,789,20,71,99999,1534,Greeley County,NCNTY20071N20071,"Greeley County, KS",KS
2007399999,401,416,545,705,747,20,73,99999,7673,Greenwood County,NCNTY20073N20073,"Greenwood County, KS",KS
2007599999,487,488,587,716,789,20,75,99999,2670,Hamilton County,NCNTY20075N20075,"Hamilton County, KS",KS
2007799999,377,403,525,685,815,20,77,99999,6536,Harper County,NCNTY20077N20077,"Harper County, KS",KS
2007999999,454,509,657,844,962,20,79,99999,32869,Harvey County,METRO48620M48620,"Wichita, KS HUD Metro FMR Area",KS
2008199999,487,488,587,716,789,20,81,99999,4307,Haskell County,NCNTY20081N20081,"Haskell County, KS",KS
2008399999,487,488,587,716,789,20,83,99999,2085,Hodgeman County,NCNTY20083N20083,"Hodgeman County, KS",KS
2008599999,483,527,637,822,880,20,85,99999,12657,Jackson County,METRO45820M45820,"Topeka, KS MSA",KS
2008799999,483,527,637,822,880,20,87,99999,18426,Jefferson County,METRO45820M45820,"Topeka, KS MSA",KS
2008999999,431,457,569,750,775,20,89,99999,3791,Jewell County,NCNTY20089N20089,"Jewell County, KS",KS
2009199999,547,657,754,1020,1073,20,91,99999,451086,Johnson County,METRO28140M28140,"Kansas City, MO-KS HUD Metro FMR Area",KS
2009399999,487,488,587,716,789,20,93,99999,4531,Kearny County,NCNTY20093N20093,"Kearny County, KS",KS
2009599999,377,403,525,685,815,20,95,99999,8673,Kingman County,NCNTY20095N20095,"Kingman County, KS",KS
2009799999,377,403,525,685,815,20,97,99999,3278,Kiowa County,NCNTY20097N20097,"Kiowa County, KS",KS
2009999999,342,398,525,689,709,20,99,99999,22835,Labette County,NCNTY20099N20099,"Labette County, KS",KS
2010199999,487,488,587,716,789,20,101,99999,2155,Lane County,NCNTY20101N20101,"Lane County, KS",KS
2010399999,547,657,754,1020,1073,20,103,99999,68691,Leavenworth County,METRO28140M28140,"Kansas City, MO-KS HUD Metro FMR Area",KS
2010599999,431,457,569,750,775,20,105,99999,3578,Lincoln County,NCNTY20105N20105,"Lincoln County, KS",KS
2010799999,547,657,754,1020,1073,20,107,99999,9570,Linn County,METRO28140M28140,"Kansas City, MO-KS HUD Metro FMR Area",KS
2010999999,384,406,536,684,703,20,109,99999,3046,Logan County,NCNTY20109N20109,"Logan County, KS",KS
2011199999,358,420,551,747,847,20,111,99999,35935,Lyon County,NCNTY20111N20111,"Lyon County, KS",KS
2011399999,443,444,555,749,891,20,113,99999,29554,McPherson County,NCNTY20113N20113,"McPherson County, KS",KS
2011599999,401,416,545,705,747,20,115,99999,13361,Marion County,NCNTY20115N20115,"Marion County, KS",KS
2011799999,446,481,588,799,1030,20,117,99999,10965,Marshall County,NCNTY20117N20117,"Marshall County, KS",KS
2011999999,487,488,587,716,789,20,119,99999,4631,Meade County,NCNTY20119N20119,"Meade County, KS",KS
2012199999,547,657,754,1020,1073,20,121,99999,28351,Miami County,METRO28140M28140,"Kansas City, MO-KS HUD Metro FMR Area",KS
2012399999,431,457,569,750,775,20,123,99999,6932,Mitchell County,NCNTY20123N20123,"Mitchell County, KS",KS
2012599999,448,449,539,678,796,20,125,99999,36252,Montgomery County,NCNTY20125N20125,"Montgomery County, KS",KS
2012799999,446,481,588,799,1030,20,127,99999,6104,Morris County,NCNTY20127N20127,"Morris County, KS",KS
2012999999,487,488,587,716,789,20,129,99999,3496,Morton County,NCNTY20129N20129,"Morton County, KS",KS
2013199999,435,486,610,877,1071,20,131,99999,10717,Nemaha County,NCNTY20131N20131,"Nemaha County, KS",KS
2013399999,340,450,525,626,919,20,133,99999,16997,Neosho County,NCNTY20133N20133,"Neosho County, KS",KS
2013599999,487,488,587,716,789,20,135,99999,3454,Ness County,NCNTY20135N20135,"Ness County, KS",KS
2013799999,384,406,536,684,703,20,137,99999,5953,Norton County,NCNTY20137N20137,"Norton County, KS",KS
2013999999,483,527,637,822,880,20,139,99999,16712,Osage County,METRO45820M45820,"Topeka, KS MSA",KS
2014199999,384,406,536,684,703,20,141,99999,4452,Osborne County,NCNTY20141N20141,"Osborne County, KS",KS
2014399999,431,457,569,750,775,20,143,99999,6163,Ottawa County,NCNTY20143N20143,"Ottawa County, KS",KS
2014599999,377,403,525,685,815,20,145,99999,7233,Pawnee County,NCNTY20145N20145,"Pawnee County, KS",KS
2014799999,384,406,536,684,703,20,147,99999,6001,Phillips County,NCNTY20147N20147,"Phillips County, KS",KS
2014999999,377,521,580,724,1018,20,149,99999,18209,Pottawatomie County,NCNTY20149N20149,"Pottawatomie County, KS",KS
2015199999,376,401,525,680,810,20,151,99999,9647,Pratt County,NCNTY20151N20151,"Pratt County, KS",KS
2015399999,384,406,536,684,703,20,153,99999,2966,Rawlins County,NCNTY20153N20153,"Rawlins County, KS",KS
2015599999,386,455,578,817,841,20,155,99999,64790,Reno County,NCNTY20155N20155,"Reno County, KS",KS
2015799999,431,457,569,750,775,20,157,99999,5835,Republic County,NCNTY20157N20157,"Republic County, KS",KS
2015999999,390,444,560,772,822,20,159,99999,10761,Rice County,NCNTY20159N20159,"Rice County, KS",KS
2016199999,470,495,619,900,1087,20,161,99999,62843,Riley County,NCNTY20161N20161,"Riley County, KS",KS
2016399999,384,406,536,684,703,20,163,99999,5685,Rooks County,NCNTY20163N20163,"Rooks County, KS",KS
2016599999,377,403,525,685,815,20,165,99999,3551,Rush County,NCNTY20165N20165,"Rush County, KS",KS
2016799999,384,406,536,684,703,20,167,99999,7370,Russell County,NCNTY20167N20167,"Russell County, KS",KS
2016999999,444,466,601,821,844,20,169,99999,53597,Saline County,NCNTY20169N20169,"Saline County, KS",KS
2017199999,487,488,587,716,789,20,171,99999,5120,Scott County,NCNTY20171N20171,"Scott County, KS",KS
2017399999,454,509,657,844,962,20,173,99999,452869,Sedgwick County,METRO48620M48620,"Wichita, KS HUD Metro FMR Area",KS
2017599999,434,510,582,725,847,20,175,99999,22510,Seward County,NCNTY20175N20175,"Seward County, KS",KS
2017799999,483,527,637,822,880,20,177,99999,169871,Shawnee County,METRO45820M45820,"Topeka, KS MSA",KS
2017999999,384,406,536,684,703,20,179,99999,2813,Sheridan County,NCNTY20179N20179,"Sheridan County, KS",KS
2018199999,386,425,558,686,706,20,181,99999,6760,Sherman County,NCNTY20181N20181,"Sherman County, KS",KS
2018399999,384,406,536,684,703,20,183,99999,4536,Smith County,NCNTY20183N20183,"Smith County, KS",KS
2018599999,377,403,525,685,815,20,185,99999,4789,Stafford County,NCNTY20185N20185,"Stafford County, KS",KS
2018799999,487,488,587,716,789,20,187,99999,2406,Stanton County,NCNTY20187N20187,"Stanton County, KS",KS
2018999999,487,488,587,716,789,20,189,99999,5463,Stevens County,NCNTY20189N20189,"Stevens County, KS",KS
2019199999,358,425,554,722,973,20,191,99999,25946,Sumner County,METRO48620N20191,"Sumner County, KS HUD Metro FMR Area",KS
2019399999,385,406,536,685,705,20,193,99999,8180,Thomas County,NCNTY20193N20193,"Thomas County, KS",KS
2019599999,384,406,536,684,703,20,195,99999,3319,Trego County,NCNTY20195N20195,"Trego County, KS",KS
2019799999,483,527,637,822,880,20,197,99999,6885,Wabaunsee County,METRO45820M45820,"Topeka, KS MSA",KS
2019999999,384,406,536,684,703,20,199,99999,1749,Wallace County,NCNTY20199N20199,"Wallace County, KS",KS
2020199999,431,457,569,750,775,20,201,99999,6483,Washington County,NCNTY20201N20201,"Washington County, KS",KS
2020399999,487,488,587,716,789,20,203,99999,2531,Wichita County,NCNTY20203N20203,"Wichita County, KS",KS
2020599999,370,428,525,676,778,20,205,99999,10332,Wilson County,NCNTY20205N20205,"Wilson County, KS",KS
