"Appendix A.  Movers Within and Between States, the District of Columbia, and Puerto Rico:  2005 American Community Survey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Universe: Population 1 year and over in households who moved within or between states, the District of Columbia, and Puerto Rico",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current residence in --,Residence 1 year ago in --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Alabama,,Alaska,,Arizona,,Arkansas,,California,,Colorado,,Connecticut,,Delaware,,District of Columbia ,,Florida,,Georgia,,Hawaii,,Idaho,,Illinois,,Indiana,,Iowa,,Kansas,,Kentucky,,Louisiana,,Maine,,Maryland,,Massachusetts,,Michigan,,Minnesota,,Mississippi,,Missouri,,Montana,,Nebraska,,Nevada,,New Hampshire,,New Jersey,,New Mexico,,New York,,North Carolina,,North Dakota,,Ohio,,Oklahoma,,Oregon,,Pennsylvania,,Puerto Rico,,Rhode Island,,South Carolina,,South Dakota,,Tennessee,,Texas,,Utah,,Vermont,,Virginia,,Washington,,West Virginia,,Wisconsin,,Wyoming,
Louisiana,"2,979 ","+/- 1,858","1,500 ","+/- 1,444",735 ,+/- 579,"2,882 ",+/- 962,"6,029 ","+/- 2,288",787 ,+/- 511,231 ,+/- 297,0 ,+/- 278,175 ,+/- 216,"5,246 ","+/- 1,626","4,071 ","+/- 1,409",510 ,+/- 527,98 ,+/- 157,949 ,+/- 733,413 ,+/- 286,330 ,+/- 419,"1,815 ",+/- 962,790 ,+/- 821,"612,837 ","+/- 25,816",267 ,+/- 434,"1,037 ",+/- 904,798 ,+/- 679,"1,408 ","+/- 1,141",57 ,+/- 109,"7,881 ","+/- 2,388","1,322 ",+/- 777,0 ,+/- 278,62 ,+/- 107,818 ,+/- 842,0 ,+/- 278,487 ,+/- 541,48 ,+/- 81,"1,580 ","+/- 1,089","3,157 ","+/- 1,399",0 ,+/- 278,"1,669 ",+/- 987,"1,600 ","+/- 1,049",0 ,+/- 278,499 ,+/- 324,0 ,+/- 278,0 ,+/- 278,997 ,+/- 616,91 ,+/- 145,"1,880 ",+/- 976,"15,756 ","+/- 3,365",50 ,+/- 98,155 ,+/- 263,"1,747 ","+/- 1,108","1,178 ",+/- 930,142 ,+/- 180,272 ,+/- 317,155 ,+/- 239
Maine,0 ,+/- 229,284 ,+/- 461,365 ,+/- 342,254 ,+/- 347,"3,072 ","+/- 1,701",869 ,+/- 717,"2,161 ",+/- 754,0 ,+/- 229,358 ,+/- 368,"3,541 ","+/- 1,493","1,298 ","+/- 1,508",94 ,+/- 126,35 ,+/- 43,261 ,+/- 219,176 ,+/- 167,65 ,+/- 116,0 ,+/- 229,297 ,+/- 288,91 ,+/- 155,"144,489 ","+/- 7,569","1,209 ","+/- 1,117","6,661 ","+/- 1,812",357 ,+/- 362,23 ,+/- 38,62 ,+/- 90,149 ,+/- 181,29 ,+/- 49,80 ,+/- 90,65 ,+/- 114,"4,034 ","+/- 1,176",871 ,"+/- 1,015",177 ,+/- 221,"2,880 ","+/- 1,677",530 ,+/- 400,0 ,+/- 229,"1,151 ",+/- 794,0 ,+/- 229,234 ,+/- 329,674 ,+/- 376,0 ,+/- 229,518 ,+/- 436,172 ,+/- 213,68 ,+/- 110,343 ,+/- 324,"1,298 ",+/- 688,181 ,+/- 202,255 ,+/- 329,"1,419 ",+/- 848,149 ,+/- 186,70 ,+/- 73,102 ,+/- 181,0 ,+/- 229
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,"1,808 ","+/- 1,100",445 ,+/- 427,"1,878 ","+/- 1,419",542 ,+/- 426,"8,288 ","+/- 2,611","1,227 ",+/- 661,"1,393 ",+/- 752,"4,431 ","+/- 1,437","21,198 ","+/- 4,352","8,603 ","+/- 2,099","3,592 ","+/- 1,543","1,424 ",+/- 840,512 ,+/- 653,"3,890 ","+/- 1,858","1,193 ",+/- 815,332 ,+/- 382,400 ,+/- 332,"1,244 ",+/- 980,"1,148 ",+/- 691,"1,597 ","+/- 1,165","599,001 ","+/- 20,318","3,705 ","+/- 1,185","2,404 ","+/- 1,067","1,876 ","+/- 1,286","1,119 ","+/- 1,081","1,365 ",+/- 902,0 ,+/- 282,709 ,+/- 483,989 ,+/- 578,473 ,+/- 424,"6,125 ","+/- 2,038","1,661 ","+/- 1,882","11,334 ","+/- 2,270","4,812 ","+/- 1,666",86 ,+/- 143,"4,063 ","+/- 1,257",329 ,+/- 336,415 ,+/- 491,"10,314 ","+/- 1,684","2,157 ","+/- 2,103",275 ,+/- 277,"1,925 ",+/- 938,0 ,+/- 282,"2,297 ","+/- 1,074","7,320 ","+/- 2,197",515 ,+/- 445,183 ,+/- 256,"27,107 ","+/- 4,691","2,071 ","+/- 1,686","3,144 ","+/- 1,033","1,511 ",+/- 951,202 ,+/- 265
Massachusetts,244 ,+/- 241,642 ,+/- 708,649 ,+/- 497,94 ,+/- 112,"7,511 ","+/- 2,492",658 ,+/- 393,"8,274 ","+/- 3,187",127 ,+/- 160,642 ,+/- 377,"7,467 ","+/- 1,897","1,459 ",+/- 893,230 ,+/- 258,36 ,+/- 60,"2,449 ",+/- 805,"1,165 ",+/- 826,0 ,+/- 282,222 ,+/- 366,454 ,+/- 371,744 ,+/- 603,"7,547 ","+/- 3,814","3,360 ","+/- 1,595","680,113 ","+/- 24,371","2,000 ","+/- 1,059",811 ,+/- 729,98 ,+/- 115,461 ,+/- 393,464 ,+/- 439,55 ,+/- 91,862 ,+/- 733,"11,084 ","+/- 3,216","4,143 ","+/- 1,269",499 ,+/- 328,"14,260 ","+/- 2,759","2,511 ","+/- 1,254",711 ,+/- 969,"1,928 ","+/- 1,012",98 ,+/- 113,966 ,+/- 711,"3,071 ","+/- 1,409","3,445 ","+/- 2,358","7,649 ","+/- 2,259",673 ,+/- 565,166 ,+/- 216,158 ,+/- 155,"3,318 ","+/- 1,253",641 ,+/- 563,"1,748 ",+/- 807,"2,262 ","+/- 1,161","1,642 ","+/- 1,192",0 ,+/- 282,360 ,+/- 293,54 ,+/- 92
Michigan,"1,317 ",+/- 848,"1,791 ","+/- 1,138","2,241 ",+/- 742,733 ,+/- 563,"7,631 ","+/- 1,820","2,289 ","+/- 1,352","1,064 ",+/- 634,105 ,+/- 122,382 ,+/- 362,"12,757 ","+/- 2,670","3,091 ","+/- 1,176",421 ,+/- 374,619 ,+/- 737,"9,035 ","+/- 1,875","9,045 ","+/- 2,693","1,306 ",+/- 695,897 ,+/- 520,"1,654 ",+/- 776,"2,345 ",+/- 980,90 ,+/- 103,"1,692 ",+/- 859,876 ,+/- 410,"1,217,671 ","+/- 32,147","2,019 ",+/- 926,"1,679 ",+/- 929,"3,047 ","+/- 1,010",111 ,+/- 122,354 ,+/- 283,"2,168 ",+/- 964,99 ,+/- 110,743 ,+/- 404,"1,003 ","+/- 1,107","4,092 ","+/- 1,306","3,864 ","+/- 1,423",24 ,+/- 41,"12,612 ","+/- 2,808",963 ,+/- 773,"2,742 ","+/- 2,817","2,799 ","+/- 1,164",545 ,+/- 498,174 ,+/- 286,"1,769 ",+/- 852,174 ,+/- 223,"2,994 ","+/- 1,078","6,312 ","+/- 1,826",567 ,+/- 474,327 ,+/- 295,"3,867 ","+/- 1,886","2,171 ","+/- 1,133",975 ,+/- 971,"4,400 ","+/- 1,307",213 ,+/- 216
Minnesota,423 ,+/- 352,"1,329 ","+/- 1,153","2,287 ",+/- 900,272 ,+/- 289,"9,128 ","+/- 2,541","2,894 ","+/- 1,163",905 ,+/- 753,0 ,+/- 209,153 ,+/- 188,"3,033 ","+/- 1,023","1,112 ",+/- 608,230 ,+/- 360,459 ,+/- 417,"11,199 ","+/- 3,435","1,967 ",+/- 893,"7,175 ","+/- 2,266",630 ,+/- 398,199 ,+/- 179,"1,024 ",+/- 953,0 ,+/- 209,486 ,+/- 433,546 ,+/- 343,"4,034 ","+/- 1,197","587,718 ","+/- 17,764",692 ,+/- 544,"2,190 ","+/- 1,136",588 ,+/- 437,"1,135 ",+/- 718,518 ,+/- 399,19 ,+/- 31,494 ,+/- 379,0 ,+/- 209,"2,671 ","+/- 1,112","1,902 ","+/- 1,363","6,874 ","+/- 1,579","1,197 ",+/- 884,"1,310 ",+/- 898,800 ,+/- 462,"1,123 ",+/- 626,0 ,+/- 209,85 ,+/- 101,285 ,+/- 355,"4,100 ","+/- 1,422","1,735 ","+/- 1,644","3,476 ","+/- 1,410",291 ,+/- 235,0 ,+/- 209,933 ,+/- 522,"1,926 ","+/- 1,226",396 ,+/- 540,"15,429 ","+/- 3,032",515 ,+/- 463
Mississippi,"4,830 ","+/- 1,405",374 ,+/- 353,529 ,+/- 554,"1,875 ",+/- 896,"4,724 ","+/- 2,207","1,090 ",+/- 677,0 ,+/- 288,215 ,+/- 365,142 ,+/- 188,"3,889 ","+/- 1,615","4,699 ","+/- 1,986",318 ,+/- 327,0 ,+/- 288,"2,871 ","+/- 1,103","1,325 ",+/- 813,"1,141 ",+/- 915,254 ,+/- 299,777 ,+/- 622,"13,754 ","+/- 3,491",315 ,+/- 389,"1,065 ",+/- 810,94 ,+/- 160,"1,661 ",+/- 931,751 ,+/- 754,"373,661 ","+/- 17,310","1,773 ","+/- 1,132",497 ,+/- 659,69 ,+/- 107,208 ,+/- 286,563 ,+/- 855,280 ,+/- 273,68 ,+/- 116,"2,229 ","+/- 1,467","1,568 ","+/- 1,048",85 ,+/- 155,738 ,+/- 523,"1,062 ",+/- 727,217 ,+/- 218,427 ,+/- 488,567 ,+/- 611,292 ,+/- 508,838 ,+/- 731,0 ,+/- 288,"10,285 ","+/- 3,497","6,547 ","+/- 2,223",442 ,+/- 426,0 ,+/- 288,"1,863 ","+/- 1,058",193 ,+/- 227,126 ,+/- 221,"1,972 ","+/- 1,512",0 ,+/- 288
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri,908 ,+/- 550,350 ,+/- 384,"4,215 ","+/- 1,847","8,218 ","+/- 2,622","11,955 ","+/- 2,905","3,279 ","+/- 1,021",555 ,+/- 542,0 ,+/- 256,99 ,+/- 168,"5,232 ","+/- 1,362","1,945 ",+/- 819,289 ,+/- 475,185 ,+/- 180,"16,388 ","+/- 3,025","3,390 ","+/- 1,782","4,272 ","+/- 1,400","20,539 ","+/- 3,895","1,254 ",+/- 730,"3,554 ","+/- 1,765",277 ,+/- 251,955 ,+/- 665,408 ,+/- 333,"2,999 ","+/- 1,206","2,356 ","+/- 1,216","1,162 ",+/- 689,"765,280 ","+/- 21,494",389 ,+/- 447,"3,843 ","+/- 1,408","2,103 ","+/- 1,146",395 ,+/- 498,224 ,+/- 213,291 ,+/- 208,"1,849 ",+/- 936,"2,448 ",+/- 976,52 ,+/- 85,"3,077 ","+/- 1,240","6,787 ","+/- 2,602","2,052 ","+/- 1,344","1,866 ",+/- 801,0 ,+/- 256,276 ,+/- 404,"1,360 ",+/- 754,527 ,+/- 608,"3,192 ","+/- 1,298","9,430 ","+/- 2,999",603 ,+/- 488,291 ,+/- 467,"1,246 ",+/- 626,"3,951 ","+/- 2,055",426 ,+/- 479,"1,933 ","+/- 1,150",104 ,+/- 120
Montana,299 ,+/- 410,422 ,+/- 393,"1,102 ",+/- 703,159 ,+/- 249,"6,045 ","+/- 2,473","2,219 ","+/- 1,310",488 ,+/- 748,40 ,+/- 65,0 ,+/- 231,"1,342 ",+/- 960,315 ,+/- 262,151 ,+/- 159,"1,030 ",+/- 679,805 ,+/- 505,0 ,+/- 231,571 ,+/- 614,516 ,+/- 623,33 ,+/- 60,238 ,+/- 235,0 ,+/- 231,0 ,+/- 231,90 ,+/- 121,728 ,+/- 725,713 ,+/- 588,0 ,+/- 231,251 ,+/- 237,"128,284 ","+/- 8,542",242 ,+/- 279,726 ,+/- 613,147 ,+/- 178,0 ,+/- 231,544 ,+/- 688,367 ,+/- 335,138 ,+/- 139,626 ,+/- 403,90 ,+/- 154,964 ,"+/- 1,197","2,778 ","+/- 1,644",891 ,+/- 701,0 ,+/- 231,46 ,+/- 79,489 ,+/- 580,462 ,+/- 381,146 ,+/- 249,866 ,+/- 580,719 ,+/- 583,109 ,+/- 164,362 ,+/- 328,"5,054 ","+/- 2,037",23 ,+/- 38,846 ,+/- 656,"1,722 ","+/- 1,021"
Nebraska,42 ,+/- 71,91 ,+/- 155,"1,190 ",+/- 658,35 ,+/- 42,"3,710 ","+/- 1,659","2,710 ",+/- 892,419 ,+/- 485,54 ,+/- 92,0 ,+/- 216,"2,075 ",+/- 992,256 ,+/- 361,255 ,+/- 443,387 ,+/- 463,968 ,+/- 548,"1,181 ",+/- 700,"6,225 ","+/- 2,037","2,373 ","+/- 1,223",993 ,+/- 685,306 ,+/- 272,155 ,+/- 259,12 ,+/- 21,552 ,+/- 480,897 ,+/- 664,869 ,+/- 711,0 ,+/- 216,"1,789 ",+/- 762,117 ,+/- 194,"220,401 ","+/- 10,489",490 ,+/- 348,0 ,+/- 216,279 ,+/- 319,570 ,+/- 626,900 ,+/- 522,430 ,+/- 368,206 ,+/- 217,237 ,+/- 185,"1,005 ",+/- 518,221 ,+/- 191,498 ,+/- 422,85 ,+/- 102,0 ,+/- 216,86 ,+/- 137,"1,879 ","+/- 1,101",543 ,+/- 693,"2,802 ","+/- 1,112","1,224 ",+/- 921,0 ,+/- 216,698 ,+/- 623,923 ,+/- 629,65 ,+/- 110,664 ,+/- 415,631 ,+/- 369
Nevada,154 ,+/- 186,818 ,+/- 838,"6,036 ","+/- 1,689",334 ,+/- 319,"56,135 ","+/- 6,536","2,054 ","+/- 1,563",631 ,+/- 646,87 ,+/- 155,752 ,+/- 600,"3,846 ","+/- 1,813","1,142 ",+/- 659,"1,674 ",+/- 762,"1,478 ",+/- 776,"2,593 ","+/- 1,520","1,919 ","+/- 1,076",210 ,+/- 213,499 ,+/- 411,606 ,+/- 442,715 ,+/- 748,155 ,+/- 255,988 ,"+/- 1,021",481 ,+/- 529,"2,936 ","+/- 1,860","1,858 ",+/- 912,163 ,+/- 159,358 ,+/- 278,"1,321 ",+/- 691,287 ,+/- 281,"356,296 ","+/- 19,268",220 ,+/- 257,"1,052 ",+/- 969,"1,484 ",+/- 705,"4,132 ","+/- 1,550","1,563 ",+/- 910,148 ,+/- 168,"4,286 ","+/- 1,895",487 ,+/- 434,"3,795 ","+/- 1,570","2,624 ","+/- 1,534",49 ,+/- 80,0 ,+/- 297,645 ,+/- 507,67 ,+/- 110,401 ,+/- 459,"6,054 ","+/- 1,953","6,720 ","+/- 2,604",85 ,+/- 140,704 ,+/- 515,"3,659 ","+/- 1,230",0 ,+/- 297,"1,438 ",+/- 787,163 ,+/- 270
New Hampshire,27 ,+/- 46,783 ,+/- 837,394 ,+/- 327,0 ,+/- 253,"1,366 ",+/- 688,27 ,+/- 48,"1,277 ","+/- 1,056",0 ,+/- 253,0 ,+/- 253,"1,225 ",+/- 687,"1,010 ",+/- 836,310 ,+/- 434,0 ,+/- 253,461 ,+/- 418,233 ,+/- 336,0 ,+/- 253,362 ,+/- 580,255 ,+/- 384,182 ,+/- 300,"3,732 ","+/- 1,821",177 ,+/- 185,"17,908 ","+/- 3,690",55 ,+/- 88,42 ,+/- 70,0 ,+/- 253,312 ,+/- 401,"1,052 ",+/- 986,0 ,+/- 253,0 ,+/- 253,"119,129 ","+/- 8,699","1,299 ","+/- 1,311",740 ,+/- 788,"1,822 ",+/- 767,308 ,+/- 369,0 ,+/- 253,869 ,+/- 973,140 ,+/- 164,407 ,+/- 467,209 ,+/- 216,0 ,+/- 253,503 ,+/- 473,"1,212 ","+/- 1,383",0 ,+/- 253,27 ,+/- 45,"1,552 ","+/- 1,309",272 ,+/- 430,"4,572 ","+/- 2,943","1,526 ","+/- 1,048",253 ,+/- 338,0 ,+/- 253,108 ,+/- 129,176 ,+/- 278
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,367 ,+/- 369,900 ,+/- 654,"2,018 ","+/- 1,524",37 ,+/- 60,"7,809 ","+/- 2,558","1,161 ",+/- 705,"4,694 ","+/- 2,252","1,300 ",+/- 740,801 ,+/- 619,"14,423 ","+/- 2,588","3,543 ","+/- 1,502",158 ,+/- 159,44 ,+/- 74,"2,890 ","+/- 1,112",558 ,+/- 393,73 ,+/- 118,91 ,+/- 110,813 ,"+/- 1,000","1,535 ",+/- 852,275 ,+/- 365,"5,583 ","+/- 1,785","4,177 ",+/- 980,"2,743 ","+/- 1,938","2,334 ","+/- 2,565",461 ,+/- 502,715 ,+/- 508,38 ,+/- 69,0 ,+/- 278,530 ,+/- 568,955 ,+/- 663,"750,278 ","+/- 24,504",518 ,+/- 402,"62,314 ","+/- 9,666","2,582 ","+/- 1,281",139 ,+/- 198,"1,528 ",+/- 676,584 ,+/- 685,523 ,+/- 576,"25,122 ","+/- 3,515","4,386 ","+/- 2,282","3,253 ","+/- 2,220","2,464 ","+/- 1,902",56 ,+/- 94,633 ,+/- 540,"4,415 ","+/- 1,912",538 ,+/- 649,48 ,+/- 82,"3,878 ","+/- 1,323",889 ,+/- 865,149 ,+/- 188,56 ,+/- 97,0 ,+/- 278
New Mexico,593 ,+/- 817,617 ,+/- 747,"7,790 ","+/- 2,638","1,540 ","+/- 1,142","12,620 ","+/- 2,713","7,288 ","+/- 3,680",462 ,+/- 459,0 ,+/- 282,0 ,+/- 282,"3,945 ","+/- 1,691",733 ,+/- 440,791 ,+/- 587,187 ,+/- 184,623 ,+/- 444,727 ,+/- 584,196 ,+/- 185,"1,076 ","+/- 1,004",27 ,+/- 47,62 ,+/- 78,117 ,+/- 195,621 ,+/- 431,342 ,+/- 340,983 ,+/- 727,581 ,+/- 371,221 ,+/- 230,466 ,+/- 452,230 ,+/- 189,415 ,+/- 537,"1,905 ","+/- 1,399",0 ,+/- 282,570 ,+/- 501,"251,168 ","+/- 16,414","2,133 ","+/- 1,210","1,568 ","+/- 1,446",245 ,+/- 354,"1,648 ",+/- 804,"1,804 ",+/- 906,870 ,+/- 458,748 ,+/- 699,0 ,+/- 282,0 ,+/- 282,22 ,+/- 47,492 ,+/- 584,"1,075 ",+/- 992,"15,835 ","+/- 3,266",861 ,+/- 564,175 ,+/- 246,666 ,+/- 528,"1,987 ","+/- 1,083",466 ,+/- 567,285 ,+/- 251,0 ,+/- 282
New York,"1,486 ",+/- 780,654 ,+/- 518,"3,394 ","+/- 1,089",758 ,+/- 661,"18,568 ","+/- 2,891","3,101 ","+/- 1,655","9,239 ","+/- 2,033",375 ,+/- 318,"1,953 ",+/- 705,"25,513 ","+/- 3,685","8,319 ","+/- 2,932",383 ,+/- 351,416 ,+/- 526,"7,915 ","+/- 1,845","2,205 ","+/- 1,169","2,314 ","+/- 1,513",295 ,+/- 320,"1,028 ",+/- 641,"2,338 ","+/- 1,106","1,533 ",+/- 691,"5,235 ","+/- 1,677","15,154 ","+/- 2,587","5,680 ","+/- 2,752","2,401 ","+/- 1,548",716 ,+/- 533,"2,158 ",+/- 848,393 ,+/- 413,317 ,+/- 243,"1,616 ",+/- 966,"1,183 ",+/- 747,"24,790 ","+/- 3,340","1,082 ",+/- 529,"1,754,183 ","+/- 43,575","9,687 ","+/- 2,551",314 ,+/- 320,"8,392 ","+/- 3,491","1,201 ","+/- 1,037","1,467 ","+/- 1,102","17,765 ","+/- 2,922","7,311 ","+/- 3,047","2,010 ","+/- 1,006","4,285 ","+/- 1,603",0 ,+/- 274,"1,820 ",+/- 788,"6,372 ","+/- 1,763","2,330 ","+/- 1,511","2,117 ","+/- 1,045","9,177 ","+/- 2,490","3,864 ","+/- 1,522",128 ,+/- 151,"2,573 ","+/- 1,432",51 ,+/- 85
North Carolina,"3,858 ","+/- 1,578",854 ,+/- 551,"2,705 ","+/- 1,380",916 ,+/- 572,"14,989 ","+/- 3,473","2,306 ","+/- 1,001","4,292 ","+/- 1,730",0 ,+/- 284,566 ,+/- 380,"29,017 ","+/- 4,272","17,003 ","+/- 3,723","1,404 ","+/- 1,296",49 ,+/- 77,"4,651 ","+/- 1,640","3,973 ","+/- 1,881",633 ,+/- 515,"1,129 ",+/- 523,"3,129 ","+/- 1,512","2,240 ",+/- 984,531 ,+/- 444,"9,804 ","+/- 2,812","6,865 ","+/- 2,176","2,628 ",+/- 981,"2,090 ",+/- 967,"1,946 ","+/- 1,346","3,370 ","+/- 1,253",93 ,+/- 156,365 ,+/- 300,320 ,+/- 315,"1,396 ","+/- 1,166","11,678 ","+/- 3,573",718 ,+/- 750,"29,123 ","+/- 5,208","1,102,686 ","+/- 30,199",79 ,+/- 141,"9,490 ","+/- 2,393","1,164 ",+/- 678,864 ,+/- 729,"10,842 ","+/- 2,728",331 ,+/- 321,"1,296 ",+/- 782,"20,858 ","+/- 3,568",189 ,+/- 228,"5,680 ","+/- 1,792","12,646 ","+/- 3,256","1,769 ","+/- 1,162",516 ,+/- 409,"27,610 ","+/- 4,493","1,630 ",+/- 791,"2,144 ",+/- 881,"1,816 ","+/- 1,091","1,139 ",+/- 787
North Dakota,0 ,+/- 203,70 ,+/- 76,709 ,+/- 418,62 ,+/- 99,"1,435 ",+/- 628,570 ,+/- 446,382 ,+/- 597,0 ,+/- 203,0 ,+/- 203,872 ,+/- 514,0 ,+/- 203,0 ,+/- 203,62 ,+/- 106,361 ,+/- 331,275 ,+/- 456,361 ,+/- 400,577 ,+/- 640,0 ,+/- 203,481 ,+/- 506,0 ,+/- 203,76 ,+/- 127,45 ,+/- 78,545 ,+/- 482,"5,751 ","+/- 1,386",58 ,+/- 91,272 ,+/- 391,504 ,+/- 332,89 ,+/- 86,128 ,+/- 126,0 ,+/- 203,0 ,+/- 203,207 ,+/- 241,46 ,+/- 80,52 ,+/- 86,"69,702 ","+/- 5,519",179 ,+/- 254,0 ,+/- 203,416 ,+/- 306,175 ,+/- 236,0 ,+/- 203,0 ,+/- 203,39 ,+/- 70,811 ,+/- 500,129 ,+/- 151,"1,207 ",+/- 729,97 ,+/- 156,0 ,+/- 203,91 ,+/- 121,855 ,+/- 582,0 ,+/- 203,605 ,+/- 564,0 ,+/- 203
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,"2,469 ","+/- 1,533",212 ,+/- 160,"3,310 ","+/- 1,058",639 ,+/- 445,"11,049 ","+/- 2,174","3,466 ","+/- 1,429","1,506 ",+/- 865,"1,022 ","+/- 1,260",453 ,+/- 411,"16,400 ","+/- 3,286","5,584 ","+/- 2,572",39 ,+/- 70,49 ,+/- 84,"8,410 ","+/- 2,799","9,822 ","+/- 2,139","1,483 ",+/- 698,"1,135 ",+/- 764,"11,898 ","+/- 3,449","1,128 ",+/- 613,236 ,+/- 237,"4,371 ","+/- 1,986","2,514 ","+/- 1,034","13,841 ","+/- 3,389",890 ,+/- 631,550 ,+/- 557,"2,067 ",+/- 953,100 ,+/- 117,876 ,+/- 587,"2,932 ","+/- 1,739",355 ,+/- 203,"1,924 ",+/- 840,316 ,+/- 277,"7,317 ","+/- 1,821","5,129 ","+/- 1,783",521 ,+/- 460,"1,457,747 ","+/- 35,778",581 ,+/- 358,901 ,+/- 584,"12,360 ","+/- 2,500","1,004 ",+/- 869,370 ,+/- 436,"4,296 ","+/- 1,637",67 ,+/- 88,"3,429 ","+/- 1,115","7,574 ","+/- 1,897","2,343 ","+/- 1,322",181 ,+/- 179,"5,088 ","+/- 2,322","2,059 ","+/- 1,213","8,291 ","+/- 2,179","2,250 ","+/- 1,428",311 ,+/- 314
Oklahoma,877 ,+/- 652,360 ,+/- 311,"2,945 ","+/- 1,160","6,745 ","+/- 2,329","8,520 ","+/- 2,162","3,287 ","+/- 1,545",193 ,+/- 195,0 ,+/- 247,131 ,+/- 223,"6,340 ","+/- 3,466","3,580 ","+/- 1,763",695 ,+/- 723,"1,044 ",+/- 968,"1,612 ",+/- 790,795 ,+/- 588,"1,140 ",+/- 750,"5,277 ","+/- 1,520",928 ,+/- 670,"2,258 ","+/- 1,005",38 ,+/- 62,"1,666 ","+/- 1,302",478 ,+/- 476,"2,661 ","+/- 1,592",663 ,+/- 528,681 ,+/- 535,"4,859 ","+/- 2,297",423 ,+/- 460,"1,021 ",+/- 587,816 ,+/- 551,59 ,+/- 89,649 ,+/- 591,"1,758 ","+/- 1,597","2,259 ","+/- 1,570",999 ,+/- 645,351 ,+/- 523,"1,474 ",+/- 957,"520,901 ","+/- 19,712",690 ,+/- 373,"1,109 ",+/- 687,208 ,+/- 281,86 ,+/- 102,"1,257 ",+/- 994,763 ,+/- 563,"3,179 ","+/- 1,805","26,017 ","+/- 4,146",977 ,+/- 846,14 ,+/- 26,"1,751 ",+/- 969,"1,557 ",+/- 849,0 ,+/- 247,135 ,+/- 158,"2,114 ","+/- 1,163"
Oregon,"1,223 ","+/- 1,136","2,137 ","+/- 1,000","5,775 ","+/- 1,790","1,422 ","+/- 1,287","56,379 ","+/- 7,430","4,905 ","+/- 1,934",374 ,+/- 470,0 ,+/- 270,"1,064 ","+/- 1,227","2,191 ","+/- 1,156","1,009 ",+/- 643,979 ,"+/- 1,040","7,633 ","+/- 2,779","1,803 ","+/- 1,129","1,279 ",+/- 823,"1,100 ",+/- 811,168 ,+/- 219,732 ,+/- 592,218 ,+/- 235,639 ,+/- 800,"1,299 ",+/- 914,180 ,+/- 228,"1,285 ",+/- 842,704 ,+/- 609,364 ,+/- 432,"2,003 ","+/- 1,067","2,825 ","+/- 1,710",694 ,+/- 490,"2,483 ","+/- 1,014",216 ,+/- 347,309 ,+/- 262,189 ,+/- 152,"1,794 ",+/- 827,293 ,+/- 285,417 ,+/- 506,"1,559 ","+/- 1,444","1,466 ",+/- 992,"558,403 ","+/- 18,523","1,388 ",+/- 900,0 ,+/- 270,56 ,+/- 94,"1,430 ","+/- 1,735",519 ,+/- 570,794 ,+/- 717,"3,759 ","+/- 1,843","2,534 ",+/- 990,859 ,+/- 690,"2,269 ","+/- 1,891","23,320 ","+/- 4,570",50 ,+/- 65,903 ,+/- 633,228 ,+/- 285
